ID_CORRELATIVO,CODMES,ATTRITION,SEXO,ESTADO_CIVIL,FLG_BANCARIZADO,RANG_INGRESO,FLAG_LIMA_PROVINCIA,EDAD,ANTIGUEDAD,RANG_SDO_PASIVO_MENOS0,FLG_NOMINA,RANG_NRO_PRODUCTOS_MENOS0,SDO_ACTIVO_MENOS0,FLG_SEGURO_MENOS0,NRO_ACCES_CANAL1_MENOS0,NRO_ACCES_CANAL2_MENOS0,NRO_ACCES_CANAL3_MENOS0,NRO_ENTID_SSFF_MENOS0,FLG_SDO_OTSSFF_MENOS0
89811,201208,0,M,Casado,1,Rang_ingreso_02,Provincia,32,1,Rango_SDO_05,1,Rango_03,0,1,0,0,0,1,1
11513,201208,1,M,Casado,1,Rang_ingreso_03,Provincia,31,4,Cero,0,Rango_02,7700,1,0,0,0,5,1
48772,201208,0,M,Casado,1,Rang_ingreso_04,Lima,62,10,Rango_SDO_11,0,Rango_03,0,1,0,0,0,5,1
59840,201208,0,M,Casado,1,Rang_ingreso_03,Provincia,25,6,Rango_SDO_01,0,Rango_04,12800,1,1,0,0,6,1
30732,201208,0,M,Casado,1,Rang_ingreso_01,Lima,32,0,Rango_SDO_01,0,Rango_01,0,0,0,0,0,1,0
92347,201208,0,M,Casado,1,Rang_ingreso_04,Lima,26,6,Rango_SDO_03,0,Rango_04,770,1,2,25,23,1,0
41101,201208,0,M,Casado,1,Rang_ingreso_02,Provincia,66,0,Cero,0,Rango_01,0,0,0,0,0,0,0
16988,201208,0,M,Casado,1,Rang_ingreso_03,Provincia,50,0,Rango_SDO_01,1,Rango_02,0,0,0,0,2,4,1
70610,201208,0,M,Casado,1,Rang_ingreso_05,Provincia,47,8,Rango_SDO_12,1,Rango_04,45220,1,0,0,30,0,0
29549,201208,0,M,Casado,1,Rang_ingreso_01,Lima,42,4,Rango_SDO_07,0,Rango_03,0,1,0,0,0,6,1
83743,201208,0,M,Casado,0,,Provincia,,0,Rango_SDO_12,0,Rango_02,0,0,0,0,13,0,0
63739,201208,0,M,Casado,1,Rang_ingreso_01,Lima,24,0,Rango_SDO_05,1,Rango_02,0,0,0,0,5,0,0
75687,201208,0,M,Casado,1,Rang_ingreso_03,Provincia,28,2,Rango_SDO_02,0,Rango_03,8890,1,0,5,13,1,0
51442,201208,0,M,Casado,1,Rang_ingreso_02,Lima,25,3,Rango_SDO_03,0,Rango_04,420,1,1,1,15,3,1
45516,201208,1,M,Casado,1,Rang_ingreso_01,Provincia,32,0,Rango_SDO_01,0,Rango_03,0,1,0,0,0,3,1
16500,201208,0,M,Casado,1,,Lima,43,0,Rango_SDO_01,0,Rango_02,0,0,0,0,5,0,0
48134,201208,0,M,Casado,1,Rang_ingreso_06,Lima,31,6,Rango_SDO_05,1,Rango_02,0,0,0,21,24,5,1
73124,201208,1,M,Casado,0,,Provincia,,0,Rango_SDO_01,0,Rango_02,0,0,0,0,2,0,0
1868,201208,0,M,Casado,1,Rang_ingreso_03,Provincia,24,0,Rango_SDO_02,1,Rango_03,0,1,0,8,12,0,0
44518,201208,1,M,Casado,1,Rang_ingreso_01,Provincia,59,0,Rango_SDO_14,0,Rango_02,0,0,0,0,4,0,0
90301,201208,0,M,Casado,1,Rang_ingreso_03,Lima,40,0,Rango_SDO_01,0,Rango_02,0,0,0,0,22,6,1
55900,201208,0,M,Casado,1,,Lima,38,0,Rango_SDO_04,0,Rango_01,0,0,0,0,0,0,0
45973,201208,1,M,Casado,0,Rang_ingreso_01,Lima,22,0,Rango_SDO_01,1,Rango_02,0,0,0,0,11,0,0
20249,201208,0,M,Casado,1,Rang_ingreso_06,Lima,25,4,Rango_SDO_03,1,Rango_04,12800,1,2,6,6,4,1
47041,201208,0,M,Casado,0,,Provincia,29,0,Rango_SDO_01,0,Rango_02,0,0,0,0,3,0,0
40217,201208,0,M,Casado,1,Rang_ingreso_06,Lima,42,4,Cero,0,Rango_02,860,1,0,0,2,3,1
5066,201208,0,M,Casado,1,Rang_ingreso_01,Provincia,40,3,Rango_SDO_01,0,Rango_02,0,0,0,0,2,4,1
57522,201208,0,M,Casado,1,Rang_ingreso_06,Lima,33,7,Rango_SDO_04,1,Rango_04,3720,1,7,0,8,3,1
20814,201208,0,M,Casado,1,Rang_ingreso_03,Lima,26,6,Cero,0,Rango_02,8570,1,0,0,0,4,1
37278,201208,0,M,Casado,1,Rang_ingreso_01,Lima,28,4,Cero,0,Rango_02,910,1,1,0,0,4,1
63724,201208,0,M,Casado,1,Rang_ingreso_02,Lima,34,0,Rango_SDO_01,0,Rango_01,0,0,0,0,0,3,0
8853,201208,1,M,Casado,0,Rang_ingreso_02,,,0,Rango_SDO_01,1,Rango_03,0,1,0,0,11,0,0
1641,201208,1,M,Casado,0,,Lima,34,0,Rango_SDO_01,0,Rango_02,0,0,0,0,3,0,0
62122,201208,0,M,Casado,1,Rang_ingreso_05,Lima,39,0,Rango_SDO_07,0,Rango_03,11900,1,0,0,0,2,1
88585,201208,1,M,Casado,1,Rang_ingreso_02,Lima,39,,Rango_SDO_01,0,Rango_02,0,0,0,0,0,0,0
99519,201208,1,M,Casado,1,Rang_ingreso_01,Lima,33,5,Rango_SDO_01,0,Rango_02,0,0,0,17,0,4,1
51707,201208,0,M,Casado,1,Rang_ingreso_03,Lima,35,9,Rango_SDO_01,1,Rango_04,0,1,0,0,25,0,0
19055,201208,0,M,Casado,1,Rang_ingreso_01,Lima,27,7,Rango_SDO_01,1,Rango_02,0,0,0,7,7,2,1
43666,201208,0,M,Casado,1,,Lima,64,2,Rango_SDO_07,0,Rango_02,0,0,3,3,16,0,0
65911,201208,0,M,Casado,1,Rang_ingreso_04,Provincia,33,7,Rango_SDO_01,1,Rango_03,0,1,0,0,4,7,1
17760,201208,0,M,Casado,0,Rang_ingreso_03,Lima,29,0,Rango_SDO_01,1,Rango_02,0,0,0,0,0,0,0
23128,201208,0,M,Casado,1,Rang_ingreso_06,Lima,32,2,Rango_SDO_13,0,Rango_04,0,1,11,0,2,2,1
434,201208,0,M,Casado,1,Rang_ingreso_03,Lima,60,0,Cero,0,Rango_02,0,0,0,0,0,3,1
16586,201208,1,M,Casado,0,Rang_ingreso_01,,,0,Rango_SDO_01,1,Rango_02,0,0,0,0,2,0,0
54242,201208,0,M,Casado,0,Rang_ingreso_01,Lima,24,0,Rango_SDO_03,1,Rango_02,0,0,0,0,7,0,0
95534,201208,0,M,Casado,0,,,,0,Rango_SDO_04,0,Rango_02,0,0,0,0,0,0,0
61018,201208,1,M,Casado,0,Rang_ingreso_01,Lima,23,2,Rango_SDO_01,1,Rango_02,0,0,0,0,13,0,0
20518,201208,0,M,Casado,1,Rang_ingreso_03,Provincia,42,0,Rango_SDO_01,1,Rango_02,0,0,0,0,6,2,1
58213,201208,0,M,Casado,1,Rang_ingreso_02,Provincia,30,0,Rango_SDO_01,0,Rango_04,14480,1,0,0,0,2,1
31358,201208,0,M,Casado,1,Rang_ingreso_02,Lima,26,6,Rango_SDO_01,0,Rango_04,1180,1,0,1,9,3,1
66724,201208,0,M,Casado,1,Rang_ingreso_06,Lima,32,9,Rango_SDO_04,1,Rango_04,26550,1,2,23,19,1,0
63313,201208,1,M,Casado,0,Rang_ingreso_01,Lima,,0,Rango_SDO_01,1,Rango_02,0,0,0,10,3,0,0
51849,201208,1,M,Casado,1,Rang_ingreso_01,Lima,40,0,Rango_SDO_01,0,Rango_02,0,0,0,0,5,0,0
92316,201208,0,M,Casado,1,Rang_ingreso_06,Lima,32,7,Rango_SDO_04,1,Rango_04,12110,1,0,9,13,3,1
79400,201208,0,M,Casado,1,Rang_ingreso_01,Provincia,24,0,Cero,0,Rango_02,2380,1,0,0,2,4,1
83511,201208,0,M,Casado,1,Rang_ingreso_02,Provincia,25,0,Rango_SDO_01,0,Rango_01,0,0,0,0,0,3,1
7017,201208,0,M,Casado,1,Rang_ingreso_05,Provincia,33,8,Rango_SDO_07,1,Rango_03,0,1,0,17,6,0,0
86263,201208,0,F,Casado,1,Rang_ingreso_01,Lima,64,9,Rango_SDO_01,0,Rango_03,60,1,0,0,0,6,1
93795,201208,1,M,Casado,1,Rang_ingreso_03,Lima,28,,Cero,0,Rango_01,0,0,0,0,0,1,1
76274,201208,0,F,Casado,0,Rang_ingreso_02,Provincia,75,0,Rango_SDO_01,0,Rango_02,0,0,0,0,0,0,0
98584,201208,1,M,Casado,1,Rang_ingreso_02,Lima,23,5,Cero,0,Rango_03,0,1,0,0,0,2,1
64253,201208,0,F,Casado,1,Rang_ingreso_05,Lima,37,8,Rango_SDO_01,0,Rango_03,0,1,2,0,2,3,1
26650,201208,0,F,Casado,1,Rang_ingreso_05,Lima,33,9,Rango_SDO_04,1,Rango_04,6000,1,9,0,17,2,1
12249,201208,0,F,Casado,1,Rang_ingreso_03,Lima,33,0,Rango_SDO_01,0,Rango_03,0,1,0,0,2,4,1
31140,201208,1,M,Casado,1,Rang_ingreso_01,Lima,43,0,Cero,0,Rango_01,0,0,0,0,0,3,1
41761,201208,0,F,Casado,1,Rang_ingreso_03,Lima,23,0,Cero,0,Rango_02,0,1,0,0,0,3,1
9606,201208,0,F,Casado,1,Rang_ingreso_07,Provincia,27,5,Rango_SDO_05,0,Rango_03,0,1,0,14,12,3,1
33411,201208,0,F,Casado,1,Rang_ingreso_03,Lima,29,2,Rango_SDO_01,1,Rango_04,4500,1,3,13,25,2,1
90498,201208,0,F,Casado,1,Rang_ingreso_03,Lima,35,6,Rango_SDO_04,1,Rango_04,650,1,1,21,14,7,1
50151,201208,1,F,Casado,1,Rang_ingreso_01,,,0,Rango_SDO_01,1,Rango_02,0,0,4,0,0,0,0
55678,201208,0,F,Casado,1,Rang_ingreso_01,Lima,41,0,Rango_SDO_01,1,Rango_02,0,0,0,2,5,3,1
35228,201208,0,F,Casado,1,Rang_ingreso_03,Provincia,27,0,Rango_SDO_02,0,Rango_04,1560,1,3,7,25,2,1
46160,201208,0,M,Casado,1,Rang_ingreso_06,Lima,51,10,Rango_SDO_13,1,Rango_03,0,1,7,0,8,2,1
30214,201208,0,F,Casado,1,,Provincia,51,0,Rango_SDO_04,0,Rango_02,0,0,0,0,0,0,0
48153,201208,0,F,Casado,1,Rang_ingreso_06,Lima,64,6,Rango_SDO_04,0,Rango_03,0,1,0,0,11,4,1
96339,201208,0,F,Casado,1,Rang_ingreso_03,Provincia,30,0,Rango_SDO_01,0,Rango_04,9860,1,0,0,0,5,1
91697,201208,0,F,Casado,1,Rang_ingreso_05,Lima,25,0,Cero,0,Rango_02,0,1,0,0,0,5,1
15504,201208,0,F,Casado,1,Rang_ingreso_02,Lima,27,3,Rango_SDO_01,0,Rango_03,1900,1,0,0,0,2,0
53157,201208,0,F,Casado,0,Rang_ingreso_03,,,0,Rango_SDO_02,1,Rango_02,0,0,0,0,18,0,0
48501,201208,0,F,Casado,1,Rang_ingreso_02,Lima,36,0,Cero,0,Rango_02,0,0,0,0,3,5,1
30059,201208,1,M,Casado,1,Rang_ingreso_06,Lima,27,2,Rango_SDO_02,0,Rango_02,0,0,0,0,0,7,1
38923,201208,0,F,Casado,0,,Provincia,21,3,Rango_SDO_11,0,Rango_03,0,1,0,23,5,0,0
38569,201208,0,F,Casado,1,Rang_ingreso_02,Provincia,24,0,Rango_SDO_02,1,Rango_02,0,0,5,15,25,1,1
73601,201208,0,F,Casado,1,,Provincia,61,0,Rango_SDO_07,0,Rango_02,0,0,0,0,0,0,0
88744,201208,0,F,Casado,1,Rang_ingreso_06,Lima,26,1,Rango_SDO_04,1,Rango_04,14010,1,8,11,9,6,1
42133,201208,1,F,Casado,1,,,,0,Cero,0,Rango_01,0,0,2,19,7,0,0
95737,201208,0,F,Casado,1,Rang_ingreso_01,Provincia,36,5,Rango_SDO_07,1,Rango_04,0,1,0,2,2,0,0
40246,201208,0,F,Casado,1,Rang_ingreso_01,Lima,22,4,Rango_SDO_01,1,Rango_02,0,0,3,0,15,0,0
7759,201208,0,F,Casado,1,,Lima,36,0,Rango_SDO_01,0,Rango_04,790,1,0,0,0,1,0
86258,201208,0,F,Casado,1,Rang_ingreso_01,Provincia,25,0,Rango_SDO_01,1,Rango_02,0,1,0,4,5,0,0
45549,201208,0,F,Casado,1,Rang_ingreso_05,Provincia,30,0,Rango_SDO_03,1,Rango_02,0,0,6,0,4,0,0
46606,201208,0,F,Casado,1,Rang_ingreso_04,Lima,40,0,Rango_SDO_01,0,Rango_03,48060,1,0,0,0,5,1
60602,201208,0,F,Casado,1,,Lima,42,0,Rango_SDO_07,0,Rango_02,0,0,0,0,0,0,0
96936,201208,0,F,Casado,1,Rang_ingreso_03,Lima,35,1,Rango_SDO_02,0,Rango_03,6740,1,1,0,5,2,0
65448,201208,0,F,Casado,1,Rang_ingreso_03,Lima,27,0,Rango_SDO_01,1,Rango_02,0,0,3,21,7,2,1
42508,201208,0,F,Casado,1,Rang_ingreso_02,Provincia,30,4,Rango_SDO_04,1,Rango_04,2820,1,0,0,28,1,0
87773,201208,1,F,Casado,1,,Provincia,22,0,Rango_SDO_01,0,Rango_02,0,0,0,0,0,1,0
93445,201208,0,F,Casado,1,Rang_ingreso_03,Provincia,26,0,Rango_SDO_03,1,Rango_02,0,0,0,0,7,0,0
82639,201208,0,F,Casado,1,Rang_ingreso_02,Lima,34,0,Rango_SDO_01,0,Rango_03,0,1,0,0,4,3,1
63725,201208,0,F,Casado,1,Rang_ingreso_02,Lima,23,0,Rango_SDO_01,1,Rango_02,0,0,0,0,13,1,1
48472,201208,0,M,Casado,0,,Provincia,23,0,Rango_SDO_12,0,Rango_02,0,0,0,0,0,0,0
36337,201208,0,F,Casado,1,Rang_ingreso_04,Lima,30,3,Rango_SDO_06,1,Rango_03,0,1,2,0,14,2,1
95773,201208,0,F,Casado,0,Rang_ingreso_01,Lima,35,0,Rango_SDO_03,0,Rango_02,0,0,0,0,4,0,0
11673,201208,0,F,Casado,1,,Lima,37,0,Rango_SDO_01,0,Rango_02,0,0,1,0,2,0,0
59664,201208,1,M,Casado,1,Rang_ingreso_02,Provincia,22,0,Rango_SDO_01,1,Rango_02,0,0,0,0,14,1,0
2111,201208,0,F,Casado,1,Rang_ingreso_01,Lima,78,0,Cero,0,Rango_01,0,0,0,0,0,2,1
14114,201208,0,F,Casado,1,Rang_ingreso_04,Lima,27,2,Rango_SDO_06,0,Rango_02,0,0,0,16,16,2,1
78697,201208,0,F,Casado,1,Rang_ingreso_01,Provincia,32,0,Cero,0,Rango_01,0,0,0,0,4,1,1
82960,201208,0,F,Casado,1,Rang_ingreso_01,Provincia,56,8,Cero,0,Rango_02,450,1,0,0,0,4,1
32187,201208,0,F,Casado,0,Rang_ingreso_01,Lima,,0,Rango_SDO_02,1,Rango_02,0,0,0,0,12,0,0
10741,201208,0,F,Casado,1,Rang_ingreso_09,Lima,42,6,Rango_SDO_01,1,Rango_04,89220,1,2,1,6,3,0
4809,201208,0,F,Casado,1,Rang_ingreso_01,Provincia,52,1,Rango_SDO_06,0,Rango_03,0,1,0,0,0,2,0
92561,201208,0,F,Casado,0,Rang_ingreso_02,,,0,Rango_SDO_03,1,Rango_03,0,1,0,0,14,0,0
26052,201208,0,F,Casado,1,Rang_ingreso_01,Lima,27,0,Rango_SDO_01,1,Rango_02,0,0,0,1,0,1,1
13119,201208,0,F,Casado,1,Rang_ingreso_06,Provincia,25,0,Cero,0,Rango_02,0,1,0,0,3,4,1
59585,201208,0,F,Casado,1,Rang_ingreso_02,Lima,39,5,Rango_SDO_02,0,Rango_03,0,1,4,0,0,6,1
74277,201208,0,F,Casado,1,Rang_ingreso_04,Lima,28,0,Rango_SDO_02,0,Rango_01,0,0,0,0,0,3,1
58972,201208,0,F,Casado,1,Rang_ingreso_04,Provincia,32,0,Rango_SDO_01,1,Rango_02,0,1,0,0,1,0,0
28674,201208,0,F,Casado,1,Rang_ingreso_06,Lima,38,10,Rango_SDO_09,1,Rango_04,0,1,6,10,17,6,1
57424,201208,0,F,Casado,1,Rang_ingreso_05,Provincia,27,5,Rango_SDO_08,1,Rango_04,11560,1,28,6,4,1,0
80381,201208,0,F,Casado,0,,Lima,55,0,Rango_SDO_01,0,Rango_02,0,0,0,0,2,0,0
25581,201208,1,M,Casado,1,Rang_ingreso_02,Lima,41,,Rango_SDO_01,0,Rango_01,0,0,0,0,0,0,0
53388,201208,0,F,Casado,1,Rang_ingreso_02,Lima,36,0,Rango_SDO_01,1,Rango_02,0,0,0,0,24,1,0
34299,201208,1,M,Casado,1,Rang_ingreso_03,Lima,36,0,Rango_SDO_01,0,Rango_03,0,1,0,0,5,3,1
22662,201208,0,F,Casado,0,Rang_ingreso_01,,,0,Rango_SDO_02,1,Rango_02,0,0,0,0,12,0,0
70936,201208,0,F,Casado,1,Rang_ingreso_04,Lima,34,0,Rango_SDO_01,0,Rango_01,0,0,0,0,0,5,1
7308,201208,1,M,Casado,0,Rang_ingreso_01,,,0,Rango_SDO_01,1,Rango_03,0,1,0,0,13,0,0
27208,201208,1,F,Casado,1,Rang_ingreso_02,Provincia,34,0,Rango_SDO_01,0,Rango_02,0,0,0,0,2,2,0
14297,201208,0,F,Casado,1,Rang_ingreso_04,Lima,23,0,Rango_SDO_01,0,Rango_02,0,0,0,0,0,1,1
49387,201208,0,F,Casado,1,Rang_ingreso_06,Lima,39,9,Rango_SDO_01,1,Rango_04,540,1,6,2,6,3,1
40126,201208,0,F,Casado,1,Rang_ingreso_06,Lima,36,0,Rango_SDO_02,0,Rango_04,345990,1,0,0,0,1,0
71373,201208,0,F,Casado,1,Rang_ingreso_03,Provincia,26,0,Rango_SDO_01,1,Rango_02,0,0,0,0,3,1,1
44511,201208,1,F,Casado,1,Rang_ingreso_01,Provincia,22,0,Cero,0,Rango_02,2990,1,3,0,0,4,1
52341,201208,0,F,Casado,1,Rang_ingreso_03,Lima,58,0,Rango_SDO_03,0,Rango_02,0,0,0,0,11,1,1
56533,201208,0,F,Casado,0,,Lima,55,0,Rango_SDO_07,0,Rango_02,0,0,0,0,1,0,0
68107,201208,0,F,Casado,1,Rang_ingreso_03,Provincia,31,0,Rango_SDO_04,0,Rango_01,0,0,0,0,0,3,1
13882,201208,1,M,Casado,1,Rang_ingreso_02,Lima,34,0,Cero,0,Rango_02,0,0,0,0,0,1,0
11008,201208,0,F,Casado,1,Rang_ingreso_03,Lima,23,3,Rango_SDO_01,0,Rango_03,0,1,0,0,30,1,0
45073,201208,0,F,Casado,1,Rang_ingreso_04,Lima,29,0,Cero,0,Rango_02,0,1,0,0,0,3,1
8566,201208,0,F,Casado,1,Rang_ingreso_01,Provincia,41,0,Rango_SDO_04,1,Rango_02,0,0,1,0,1,4,1
40194,201208,0,F,Casado,1,Rang_ingreso_01,Lima,31,,Rango_SDO_01,1,Rango_02,0,0,3,12,4,6,1
92341,201208,0,F,Casado,1,Rang_ingreso_02,Provincia,33,0,Rango_SDO_01,1,Rango_02,0,0,0,0,3,4,1
47940,201208,0,F,Casado,1,Rang_ingreso_02,Provincia,39,0,Cero,0,Rango_02,0,1,0,0,2,4,1
83869,201208,0,F,Casado,1,Rang_ingreso_03,Lima,33,9,Rango_SDO_01,0,Rango_02,0,0,2,0,8,5,1
80748,201208,1,M,Casado,0,Rang_ingreso_01,Provincia,42,,Rango_SDO_01,0,Rango_01,0,0,0,0,0,0,0
65133,201208,0,F,Casado,0,Rang_ingreso_04,Provincia,27,0,Rango_SDO_03,1,Rango_02,0,0,0,1,11,0,0
28016,201208,0,F,Casado,0,Rang_ingreso_02,Provincia,22,0,Rango_SDO_01,1,Rango_02,0,0,0,0,10,0,0
12569,201208,0,F,Casado,1,Rang_ingreso_04,Provincia,54,4,Rango_SDO_01,0,Rango_03,100680,1,0,0,0,2,1
87660,201208,0,F,Casado,1,Rang_ingreso_02,Lima,52,4,Cero,0,Rango_02,0,1,0,0,0,7,1
32481,201208,0,F,Casado,0,Rang_ingreso_01,Provincia,50,0,Rango_SDO_05,0,Rango_01,0,0,0,0,0,0,0
83828,201208,0,F,Casado,1,Rang_ingreso_02,Lima,59,0,Rango_SDO_01,0,Rango_02,0,0,0,0,0,3,1
10882,201208,1,F,Casado,1,,Lima,66,0,Rango_SDO_01,0,Rango_02,0,0,0,0,0,0,0
18747,201208,1,M,Casado,1,Rang_ingreso_03,Lima,33,8,Rango_SDO_01,1,Rango_04,26100,1,0,0,18,3,1
58575,201208,0,F,Casado,1,Rang_ingreso_04,Provincia,30,0,Rango_SDO_05,0,Rango_04,12190,1,0,0,5,5,0
4368,201208,0,F,Casado,1,Rang_ingreso_03,Lima,25,3,Cero,0,Rango_03,0,1,0,0,7,3,1
45962,201208,0,F,Casado,1,Rang_ingreso_02,Provincia,53,0,Rango_SDO_06,0,Rango_03,0,0,0,0,4,1,1
3977,201208,0,F,Casado,0,,Provincia,27,0,Rango_SDO_07,0,Rango_02,0,0,0,0,1,0,0
91613,201208,0,F,Casado,0,Rang_ingreso_06,Lima,19,2,Rango_SDO_03,1,Rango_03,0,1,1,6,38,0,0
23616,201208,1,F,Casado,0,,Lima,34,0,Rango_SDO_01,0,Rango_02,0,0,0,0,2,0,0
7878,201208,0,F,Casado,1,Rang_ingreso_04,Lima,50,0,Rango_SDO_04,0,Rango_02,0,0,0,0,3,3,1
98177,201208,0,F,Casado,0,,Provincia,21,0,Cero,0,Rango_01,0,0,0,0,0,0,0
41671,201208,0,F,Casado,1,Rang_ingreso_01,Provincia,35,0,Cero,0,Rango_02,0,1,0,0,0,4,1
31088,201208,0,F,Casado,1,Rang_ingreso_01,Provincia,25,0,Rango_SDO_01,1,Rango_02,0,0,0,0,3,2,1
66003,201208,1,F,Casado,1,,Lima,23,0,Rango_SDO_01,0,Rango_02,0,0,0,0,0,0,0
77087,201208,0,F,Casado,1,Rang_ingreso_06,Lima,28,4,Rango_SDO_07,1,Rango_03,0,1,0,0,12,0,0
39860,201208,0,F,Casado,1,Rang_ingreso_06,Provincia,29,4,Rango_SDO_08,1,Rango_04,51670,1,6,10,30,1,0
41926,201208,1,M,Casado,1,Rang_ingreso_01,Provincia,67,0,Rango_SDO_01,0,Rango_02,0,0,0,0,2,0,0
54547,201208,0,F,Casado,1,Rang_ingreso_02,Lima,22,4,Rango_SDO_01,1,Rango_03,0,1,4,4,10,2,1
36242,201208,0,F,Casado,1,Rang_ingreso_02,Lima,29,8,Rango_SDO_01,1,Rango_04,280,1,0,0,10,1,0
37928,201208,0,F,Casado,1,Rang_ingreso_03,Provincia,22,0,Rango_SDO_02,1,Rango_02,0,0,0,0,17,0,0
94502,201208,0,F,Casado,1,Rang_ingreso_03,Lima,37,0,Rango_SDO_04,0,Rango_04,0,1,0,0,2,4,1
25643,201208,0,F,Casado,1,Rang_ingreso_02,Lima,39,0,Rango_SDO_01,1,Rango_02,0,0,0,1,5,3,1
57706,201208,1,F,Casado,1,,Provincia,27,0,Cero,0,Rango_02,0,0,1,0,0,1,1
69207,201208,0,F,Casado,1,Rang_ingreso_02,Lima,29,5,Rango_SDO_02,1,Rango_03,180,0,5,0,21,1,0
42854,201208,0,F,Casado,1,,Provincia,25,1,Rango_SDO_02,0,Rango_02,0,0,1,6,14,0,0
35981,201208,0,F,Casado,0,,,,0,Rango_SDO_02,0,Rango_02,0,0,0,1,6,0,0
44835,201208,0,F,Casado,0,,,,0,Rango_SDO_07,0,Rango_02,0,0,0,0,0,0,0
20986,201208,0,F,Casado,1,Rang_ingreso_05,Lima,30,4,Rango_SDO_01,0,Rango_03,1750,1,0,0,0,2,0
34162,201208,0,F,Casado,1,Rang_ingreso_02,Provincia,27,0,Rango_SDO_01,1,Rango_04,12370,1,5,0,9,2,0
50608,201208,0,F,Casado,1,Rang_ingreso_01,Provincia,42,1,Rango_SDO_01,0,Rango_04,4920,1,0,2,0,3,1
44253,201208,0,F,Casado,1,Rang_ingreso_02,Lima,42,10,Cero,0,Rango_03,0,1,0,0,0,2,1
56738,201208,0,F,Casado,1,Rang_ingreso_04,Provincia,27,0,Rango_SDO_01,0,Rango_02,0,0,0,0,0,3,1
6990,201208,0,F,Casado,1,Rang_ingreso_02,Lima,25,0,Rango_SDO_01,1,Rango_03,0,1,0,3,5,1,0
47995,201208,0,M,Casado,1,Rang_ingreso_01,Lima,33,5,Rango_SDO_12,0,Rango_02,0,0,0,0,0,0,0
22539,201208,0,F,Casado,1,Rang_ingreso_01,Provincia,40,0,Rango_SDO_01,0,Rango_02,0,0,2,0,0,4,1
82786,201208,0,F,Casado,1,Rang_ingreso_07,Lima,34,8,Rango_SDO_05,1,Rango_03,0,1,0,8,6,2,1
27821,201208,0,F,Casado,1,Rang_ingreso_04,Provincia,27,0,Cero,0,Rango_02,10020,1,1,0,3,3,1
72046,201208,0,F,Casado,1,Rang_ingreso_04,Lima,33,9,Rango_SDO_01,1,Rango_02,0,0,0,7,3,6,1
50321,201208,0,F,Casado,1,Rang_ingreso_05,Lima,41,1,Rango_SDO_01,0,Rango_03,0,1,1,0,4,4,1
21218,201208,0,F,Casado,1,,Provincia,24,0,Rango_SDO_05,0,Rango_02,0,0,3,0,1,0,0
10350,201208,0,F,Casado,0,Rang_ingreso_06,Provincia,24,0,Rango_SDO_02,1,Rango_02,0,0,0,4,2,0,0
20721,201208,0,F,Casado,1,Rang_ingreso_02,Provincia,32,0,Rango_SDO_01,0,Rango_01,0,0,0,0,0,5,0
93942,201208,0,F,Casado,1,Rang_ingreso_08,Lima,26,6,Rango_SDO_03,1,Rango_04,20180,1,17,8,4,1,0
17172,201208,0,F,Casado,1,,Lima,25,2,Rango_SDO_01,0,Rango_02,0,0,0,21,3,1,1
49166,201208,0,F,Casado,1,Rang_ingreso_01,Lima,27,1,Cero,0,Rango_02,0,1,0,0,0,4,1
79676,201208,0,F,Casado,0,,Lima,32,0,Cero,0,Rango_01,0,0,0,0,11,0,0
70432,201208,0,M,Casado,1,Rang_ingreso_07,Lima,34,6,Rango_SDO_14,1,Rango_03,0,1,6,9,10,0,0
40609,201208,0,F,Casado,1,Rang_ingreso_03,Lima,58,5,Cero,0,Rango_02,0,1,0,0,0,6,1
94421,201208,0,F,Casado,1,,,,0,Rango_SDO_10,0,Rango_02,0,0,0,0,5,1,1
69288,201208,0,F,Casado,1,Rang_ingreso_01,Provincia,33,2,Rango_SDO_01,0,Rango_04,6280,1,0,0,0,4,1
79421,201208,0,F,Casado,1,Rang_ingreso_03,Provincia,34,0,Rango_SDO_01,1,Rango_02,0,0,0,0,33,0,0
82849,201208,0,F,Casado,1,Rang_ingreso_02,Lima,22,5,Rango_SDO_03,1,Rango_04,1660,1,0,0,18,1,0
98650,201208,0,F,Casado,1,Rang_ingreso_06,Lima,29,0,Rango_SDO_04,1,Rango_02,0,0,0,0,19,1,1
34981,201208,0,F,Casado,1,Rang_ingreso_02,Lima,29,4,Rango_SDO_01,1,Rango_02,0,0,0,13,5,3,1
83031,201208,0,F,Casado,1,Rang_ingreso_04,Provincia,36,0,Cero,0,Rango_02,940,1,0,0,3,3,1
40998,201208,1,F,Casado,1,Rang_ingreso_01,Provincia,40,,Rango_SDO_01,0,Rango_01,0,0,0,0,0,1,1
80867,201208,1,M,Casado,1,Rang_ingreso_03,Lima,36,0,Rango_SDO_01,0,Rango_02,0,0,0,9,0,1,0
65611,201208,0,F,Casado,1,Rang_ingreso_05,Lima,36,3,Rango_SDO_05,0,Rango_04,19470,1,6,0,11,2,1
30183,201208,0,F,Casado,0,,Lima,32,0,Rango_SDO_05,0,Rango_02,0,0,0,0,0,0,0
75785,201208,0,M,Casado,1,Rang_ingreso_03,Provincia,34,8,Rango_SDO_12,0,Rango_03,0,1,0,0,0,6,1
92631,201208,0,F,Casado,1,Rang_ingreso_03,Lima,22,5,Rango_SDO_02,0,Rango_03,1030,1,0,16,5,3,1
