ID_CORRELATIVO,CODMES,SDO_ACTIVO_MENOS0,SDO_ACTIVO_MENOS1,SDO_ACTIVO_MENOS2,SDO_ACTIVO_MENOS3,SDO_ACTIVO_MENOS4,SDO_ACTIVO_MENOS5,FLG_SEGURO_MENOS0,FLG_SEGURO_MENOS1,FLG_SEGURO_MENOS2,FLG_SEGURO_MENOS3,FLG_SEGURO_MENOS4,FLG_SEGURO_MENOS5,NRO_ACCES_CANAL1_MENOS0,NRO_ACCES_CANAL1_MENOS1,NRO_ACCES_CANAL1_MENOS2,NRO_ACCES_CANAL1_MENOS3,NRO_ACCES_CANAL1_MENOS4,NRO_ACCES_CANAL1_MENOS5,NRO_ACCES_CANAL2_MENOS0,NRO_ACCES_CANAL2_MENOS1,NRO_ACCES_CANAL2_MENOS2,NRO_ACCES_CANAL2_MENOS3,NRO_ACCES_CANAL2_MENOS4,NRO_ACCES_CANAL2_MENOS5,NRO_ACCES_CANAL3_MENOS0,NRO_ACCES_CANAL3_MENOS1,NRO_ACCES_CANAL3_MENOS2,NRO_ACCES_CANAL3_MENOS3,NRO_ACCES_CANAL3_MENOS4,NRO_ACCES_CANAL3_MENOS5,NRO_ENTID_SSFF_MENOS0,NRO_ENTID_SSFF_MENOS1,NRO_ENTID_SSFF_MENOS2,NRO_ENTID_SSFF_MENOS3,NRO_ENTID_SSFF_MENOS4,NRO_ENTID_SSFF_MENOS5,FLG_SDO_OTSSFF_MENOS0,FLG_SDO_OTSSFF_MENOS1,FLG_SDO_OTSSFF_MENOS2,FLG_SDO_OTSSFF_MENOS3,FLG_SDO_OTSSFF_MENOS4,FLG_SDO_OTSSFF_MENOS5
92017,201208,0,0,0,0,0,0,0,0,0,0,0,0,9,9,3,0,1,3,12,3,0,0,0,0,13,6,11,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0
22781,201208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80724,201208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,12,10,8,15,7,11,9,11,9,7,5,9,5,5,5,5,5,5,1,1,1,1,1,1
10255,201208,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,10,12,0,0,0,0,0,0,0,0,0,0,0,0
12320,201208,1840,1530,870,1100,600,110,1,1,1,1,1,1,2,3,0,1,0,2,9,13,12,11,10,9,0,1,0,3,2,10,4,4,4,4,4,4,1,1,1,1,1,1
79333,201208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,12,8,18,4,1,1,1,1,1,1,1,1,1,1,1,1
54839,201208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19913,201208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,3,3,3,3,3,1,1,1,1,1,1
85326,201208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,4,4,5,4,0,0,3,6,3,2,4,7,5,5,5,5,5,5,1,1,1,1,1,1
11867,201208,1890,2580,2610,1800,0,0,1,1,1,1,1,0,3,1,2,2,4,7,0,0,0,0,0,0,4,8,2,5,4,5,1,1,1,1,1,0,0,0,0,0,0,0
1351,201208,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,4,4,4,1,1,1,1,1,1
77995,201208,0,0,0,0,0,0,1,1,1,1,1,1,6,5,5,6,3,7,0,0,0,0,0,0,14,13,16,22,14,14,4,4,4,4,4,4,1,1,1,1,1,1
57981,201208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95383,201208,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,1,1,1,1,1,1
79425,201208,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,4,4,4,3,3,1,1,1,1,1,1
64408,201208,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,6,3,6,19,51,19,26,18,13,3,3,3,2,2,2,1,1,1,1,1,1
76126,201208,16390,16960,17690,18540,19420,20260,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,16,16,27,17,24,1,1,1,1,1,2,0,0,0,0,0,0
22779,201208,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,5,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0
71188,201208,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,5,6,4,12,18,22,21,24,29,30,8,29,28,29,26,6,6,6,6,6,6,1,1,1,1,1,1
55131,201208,0,0,0,0,0,0,1,1,1,1,1,1,6,5,7,6,6,11,0,0,0,0,0,0,10,10,8,13,11,7,2,2,2,2,2,2,0,0,0,0,0,0
72614,201208,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,11,13,12,0,1,1,1,1,1,1,1,1,1,1,1,1
86132,201208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29216,201208,3260,320,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,4,4,3,3,3,3,1,1,1,1,1,1
4884,201208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
76022,201208,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,21,25,14,15,0,0,8,13,16,15,0,0,2,2,2,2,2,2,1,1,1,1,1,1
18728,201208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25152,201208,90,90,470,390,40,100,1,1,1,1,1,1,3,7,9,4,8,2,0,0,0,0,0,0,4,9,1,4,1,2,2,2,2,2,2,2,1,0,1,1,1,0
91609,201208,7790,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,16,19,25,24,0,0,0,0,0,0,0,0,0,0,0,0
75982,201208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,2,14,8,8,2,11,14,12,4,13,0,0,0,0,0,0,0,0,0,0,0,0
34946,201208,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,2,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82451,201208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,24,13,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25001,201208,1000,250,80,90,170,30,1,1,1,1,1,1,5,3,7,4,3,3,0,1,1,1,0,0,1,0,1,0,0,0,3,3,3,3,2,2,1,1,1,1,0,0
91259,201208,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,21,20,18,20,19,3,3,3,3,3,3,1,1,1,1,1,1
94888,201208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3114,201208,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20473,201208,68960,70680,73260,75020,76960,0,1,1,1,1,1,1,12,14,10,7,4,8,0,0,2,4,4,7,0,0,1,0,1,0,4,4,4,4,4,4,1,1,1,1,1,1
82324,201208,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,7,7,7,7,7,6,1,1,1,1,1,1
90528,201208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83235,201208,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,1,2,0,0,0,0,0,1
39850,201208,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,12,14,15,11,9,7,3,15,13,8,11,4,2,2,2,2,2,2,0,0,0,1,1,1
46760,201208,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17,16,15,16,13,2,2,2,2,2,2,1,1,1,1,1,1
84624,201208,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,0,0,0,0,3,2,2,2,2,2,1,1,1,1,1,1
82035,201208,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,10,2,0,0,0,6,14,4,6,7,5,0,0,0,0,0,0,0,0,0,0,0,0
2249,201208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55238,201208,0,470,910,1390,1820,2230,1,1,1,1,1,1,2,0,0,0,0,0,10,12,12,10,5,15,20,24,17,20,29,27,5,5,5,5,5,5,1,1,1,1,1,1
43396,201208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84496,201208,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,5,5,5,4,4,1,1,1,1,1,1
73700,201208,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,3,3,1,1,1,1,1,1
33803,201208,250,270,1450,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,0,0,0,4,4,4,4,3,3,1,1,1,1,1,1
39898,201208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
23571,201208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35662,201208,30,50,70,0,0,0,1,1,1,1,0,0,0,0,0,2,2,5,3,6,10,5,2,1,0,0,3,12,0,4,4,4,4,4,3,3,1,1,1,1,1,1
98025,201208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,4,4,4,4,4,1,1,1,1,1,1
13920,201208,0,0,0,0,0,0,1,1,1,1,1,1,6,7,1,8,11,2,15,8,13,9,0,0,17,15,9,24,11,18,3,3,3,3,3,4,1,1,1,1,1,1
53151,201208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,25,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77805,201208,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,9,7,9,5,4,4,4,4,4,4,1,1,1,1,1,1
58410,201208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74955,201208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44081,201208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,2,1,1,1,1,1,1,1,1,1,1,1
39095,201208,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
76646,201208,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,15,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93054,201208,30810,31560,32320,32980,3300,0,1,1,1,1,1,1,8,6,7,0,2,4,6,11,0,0,6,14,17,17,17,22,22,7,1,1,1,1,1,1,0,0,0,0,0,0
13012,201208,590,510,570,680,640,530,1,1,1,1,1,1,3,4,0,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,1,1,1,1,1,1,0,0,0
38614,201208,5590,6000,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,3,3,1,1,1,1,1,1
52887,201208,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77532,201208,6480,7410,8240,9230,10200,10970,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,4,0,0,0,1,1,1
45208,201208,13560,13910,14680,15520,16980,17250,1,1,1,1,1,1,4,12,12,7,8,4,13,14,12,15,10,12,6,4,2,4,8,3,1,1,1,1,1,1,0,0,0,0,0,0
50753,201208,4740,4980,5370,5620,6300,6650,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,3,3,3,1,1,1,1,1,1
63150,201208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
7068,201208,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,1,1,1,1,1,1
59590,201208,0,0,0,0,0,0,0,0,0,0,0,0,6,2,4,2,8,3,0,0,0,0,0,0,47,33,69,30,49,66,1,1,1,1,0,0,1,1,1,1,0,0
49905,201208,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,13,25,11,0,0,0,16,10,16,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
36509,201208,810,930,540,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,2,5,12,25,5,8,0,0,8,12,17,23,2,2,2,1,0,0,1,1,1,1,0,0
87679,201208,0,0,10,50,100,130,0,1,1,1,1,1,0,0,0,0,0,0,3,4,0,0,0,0,1,0,2,0,3,9,3,3,3,3,3,3,1,1,1,1,1,1
85919,201208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,6,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23814,201208,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,11,13,12,6,10,4,5,5,5,5,5,5,1,1,1,1,1,1
35071,201208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47699,201208,2000,1100,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,2,2,1,1,1,1,1,1
36405,201208,38360,39160,39970,1290,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
22452,201208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,3,3,3,3,1,1,1,1,1,1
56164,201208,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
76297,201208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78304,201208,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,2,2,1,1,1,1,1,1
53088,201208,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,5,5,5,1,1,1,1,1,1
52494,201208,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
24824,201208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,13,0,0,0,5,6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41401,201208,8180,8470,8630,8700,4640,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,6,8,0,0,1,3,3,3,3,3,1,1,1,1,1,1,1
77151,201208,0,0,0,0,0,0,1,1,1,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,6,1,4,3,2,0,4,4,4,4,4,3,1,1,1,1,1,1
34126,201208,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,10,2,2,0,0,0,2,2,2,2,2,2,1,1,1,1,1,1
22070,201208,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
45517,201208,0,0,0,0,0,0,1,1,1,1,1,1,3,6,1,0,0,2,2,0,0,0,0,0,7,6,9,3,8,18,0,0,0,0,1,1,0,0,0,0,0,0
99623,201208,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85085,201208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,13,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1
76109,201208,51520,51540,51640,51760,52060,52160,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,0,0,0,0,0,0
88551,201208,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,6,2,6,7,16,0,2,1,0,3,3,1,1,1,1,1,1,0,0,0,0,0,0
33595,201208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22365,201208,2790,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,2,2,2,2,2,1,1,1,1,1,1
6698,201208,0,0,0,0,0,0,0,0,0,0,0,0,12,23,11,14,8,2,0,0,0,0,0,0,11,13,15,6,5,3,0,0,0,0,0,0,0,0,0,0,0,0
61785,201208,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,17,16,11,5,3,0,16,15,32,11,12,0,0,0,0,0,0,0,0,0,0,0,0
77758,201208,8370,260,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,18,11,14,11,7,2,1,1,0,0,0,1,0,0,0,0,0
91951,201208,2320,2370,2580,2210,1740,640,1,1,1,1,1,1,1,0,0,0,0,0,11,14,8,14,16,16,4,11,0,0,0,0,4,4,4,4,4,4,1,1,1,1,1,1
14150,201208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33910,201208,0,0,0,0,0,0,1,1,1,1,1,1,3,3,2,1,2,1,0,0,0,0,0,0,10,17,16,20,5,13,3,3,3,3,3,3,1,1,1,1,1,1
81014,201208,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,4,4,4,4,3,3,1,1,1,1,1,1
62673,201208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,29,37,19,8,13,3,3,3,2,2,2,1,1,1,1,1,1
7553,201208,0,0,0,0,0,0,1,1,1,0,0,0,0,7,4,2,0,0,4,6,0,0,0,0,9,14,19,24,4,0,0,0,0,0,0,0,0,0,0,0,0,0
75943,201208,5010,4670,4780,2780,4660,5080,1,1,1,1,1,1,1,0,0,0,1,1,9,11,10,13,20,20,4,6,13,30,37,18,4,4,4,4,4,3,1,1,1,1,1,1
34470,201208,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,1,11,14,10,10,5,3,5,0,4,10,8,13,12,20,1,1,1,1,1,1,0,0,0,0,0,0
8208,201208,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48072,201208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,18,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72755,201208,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,1,4,2,3,0,0,4,4,4,4,4,4,1,1,1,1,1,1
23819,201208,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,5,5,5,5,4,4,1,1,1,1,1,1
48262,201208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26,20,10,0,0,0,16,13,8,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0
99373,201208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,11,14,21,13,0,0,9,8,28,20,0,0,4,4,4,4,3,3,1,1,1,1,1,1
11920,201208,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,4,4,1,1,1,1,1,1
24596,201208,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,7,7,7,7,7,7,1,1,1,1,1,1
99342,201208,60,60,60,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,1,1,1,1,1,1
39252,201208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,4,1,11,0,0,0,0,0,5,11,8,10,10,0,0,0,0,0,0,0,0,0,0,0,0
70395,201208,130,140,590,2290,1210,830,1,1,1,1,1,1,6,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
49248,201208,8180,7760,7870,8000,8110,8220,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10,8,4,9,6,22,0,0,0,0,0,0,0,0,0,0,0,0
78870,201208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,9,9,4,10,5,7,0,0,0,0,0,0,0,0,0,0,0,0
88150,201208,3670,3040,1100,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,3,3,3,2,2,2,1,1,1,1,1,1
64014,201208,3870,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,4,4,4,4,1,1,1,1,1,1
27915,201208,0,290,150,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,5,4,1,1,1,1,1,1
97177,201208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,1,1,1,2,2,2,1,1,1,1,1,1
51150,201208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,8,6,4,3,0,0,0,0,0,0,0,0,0,0,0,0
80397,201208,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52492,201208,2720,7440,3780,4150,10910,0,1,1,1,1,1,1,1,0,2,0,1,0,12,10,10,5,5,4,14,18,24,18,2,4,2,2,2,2,2,2,0,0,0,0,0,0
54349,201208,0,0,0,140,190,250,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,22,15,9,13,1,2,2,2,2,2,0,1,1,1,1,1
33807,201208,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,4,1,0,0,2,0,0,0,0,7,14,6,4,6,6,0,0,0,0,0,0,0,0,0,0,0,0
9635,201208,202660,205040,205950,206460,207110,207700,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,12,13,13,8,11,11,4,4,4,4,4,4,1,1,1,1,1,1
17500,201208,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,7,9,6,10,5,13,12,6,10,5,3,0,0,0,0,0,0,0,0,0,0,0,0
7896,201208,1980,2930,3900,4910,5780,6920,1,1,1,1,1,1,2,4,2,1,1,2,13,6,0,3,8,3,10,14,9,9,11,15,4,4,4,4,4,4,1,1,1,1,1,1
34187,201208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15526,201208,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,0,0,1,1,1,1
58588,201208,0,0,0,0,0,0,1,1,1,1,1,1,3,7,5,5,5,4,0,1,0,0,0,0,12,18,12,12,7,3,4,4,4,4,4,4,1,1,1,1,1,1
12736,201208,2160,2360,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,13,17,3,0,0,0,2,8,2,0,0,0,1,1,1,2,3,3,0,0,0,0,1,1
54244,201208,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9734,201208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,1,1,1,1,1,1,1,1
95051,201208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,2,2,5,4,3,3,3,3,4,4,1,1,1,1,1,1
86762,201208,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,18,23,15,13,7,9,0,0,0,0,0,0,0,0,0,0,0,0
91091,201208,6320,7070,10870,10440,7990,8530,1,1,1,1,1,1,0,2,0,3,4,8,12,8,12,4,0,0,7,10,6,8,11,8,3,3,3,3,3,2,1,1,1,1,1,1
61312,201208,0,0,50,0,0,30,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2,2,2,2,2,2,0,1,1,1,1,1
14075,201208,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
