,v_0,v_1,v_2,v_3,v_4,v_5,v_6,v_7,v_8,v_9,v_10,v_11,v_12
660,284721639b024724ef1e6247267175c9592dbcac7bb00bca6bf9bd9bc4c3f99a,66,1815,73,55.0,1,1989.0,0.0,595.0,294.0,251.0,39,17
4650,18fc9561abf37976fcce982299300e69803c227436ad835ecf63e0e3d4391295,60,3091,196,24.0,1,600.0,0.0,670.0,17.0,9.0,56,51
4511,5d12bb741b929dc63517564e8538f4837917dbbc956248239810d9fc1b8d3c51,186,235,171,25.0,1,488.8,0.0,576.0,52.0,0.0,56,15
4895,746c2adf4b764d2a15b77a98162028629efbdb550147c34eae7e624ce93e733b,101,577,37,43.0,0,0.0,0.0,0.0,-999.0,0.0,56,38
3682,e9401d80e02dd932e6da7f8bc79e4c06f94357714d3b5222da4535ed42c633cd,89,2731,146,35.0,0,900.0,0.0,674.0,118.0,0.0,56,38
4533,7d9114be852b4271c488c31249a7e2831604ef7a86260eeee8ff086019f4cf06,0,3081,12,25.0,1,0.0,0.0,0.0,-999.0,839.0,18,60
4328,8fcb84e61f35f5a4382c669a09f0d4472d3dbaad19f0be038efd0bb47721b07c,180,1911,221,28.0,0,530.4,0.0,0.0,15.0,0.0,56,38
1605,dc8f1822476d35899651b278f9df529eb6a6b26aea9318c3bccb7190df963bf7,0,1815,6,28.0,0,2500.0,0.0,772.0,30.0,367.0,16,7
5970,7248a5daa33ff98c5e9f6f5f4e7c286940606d169cf76d54b28f2fcb885897ee,0,1405,310,49.0,1,0.0,0.0,0.0,-999.0,0.0,74,72
2679,7d4ae247d6927ec1ed524b3f2671c54ecf6d7ab85432905f5cf2aac2d3f3acda,33,921,300,51.0,0,0.0,0.0,0.0,-999.0,0.0,56,38
3446,178474ef57a6926ed965ee03e7a47d0e6d60339613707cd63f4cb8255b064aa9,0,1815,10,38.0,0,0.0,0.0,0.0,-999.0,403.0,56,38
3769,dda5b9978e5220a34707c6afa46f2242b089c7b9f0718740dff5a49fdfa4b021,31,1251,144,33.0,1,0.0,0.0,587.0,-999.0,20.0,56,51
5713,1784ba9d0668f58ab99146c4fbf3b7e5008ca5ccb6a08262fa1563f2bbe62e06,0,2342,35,44.0,1,8550.0,0.0,911.0,150.0,318.0,56,38
58,9e41739d94454073152c44c792c17ce127399be6d6af95aaa5dd47710aeeb104,0,1815,267,32.0,0,2100.0,0.0,0.0,54.0,490.0,56,38
1181,5d7747258cd31ea4d1fe6accb23ce386e2fcad7186618c4d4be5fabf8d129cee,33,1045,34,50.0,0,0.0,0.0,0.0,-999.0,3.0,56,51
5906,b3a932f92455d5db36e64c9d7998950f113afb1989fb4cb4064bd6781bf5c7e3,151,1617,46,34.0,1,600.0,0.0,652.0,27.0,169.0,16,8
5625,01f939030d3932fb623caf9470879675f922a167d04b964fd2909b8501e0f6d9,0,451,239,42.0,1,0.0,0.0,0.0,-999.0,594.0,56,38
3539,5951cc2025d975ebb543794b093f46000147075274667cd061107c81adde0b14,0,368,167,37.0,1,800.0,0.0,501.0,60.0,636.0,56,38
871,5e7a68079af4e9094d1fa971eadd420a3cccd8036b49258dcb18e5bcfbcbee36,30,2977,59,30.0,1,504.0,0.0,617.0,32.0,239.0,21,19
4032,d3b2b1ca0283ab32a62d1a339bd4db91a1d1c42ad265b463ebfb213c2103019f,0,1379,300,32.0,0,0.0,0.0,0.0,-999.0,72.0,56,38
4092,9287af503560ef9adad99b9a42f6d572a1037a5d5028299b23e28ff39180e001,179,3298,33,31.0,0,0.0,0.0,0.0,-999.0,0.0,56,51
268,998fc6d549a9fa9a26af9b75cf83ba85ccf4e45c3d71328202523d034a3115c8,63,3422,35,37.0,1,0.0,0.0,0.0,-999.0,0.0,56,38
2720,f3ef109db0547d67a9209e51a1a0c87084cddfd2efa379695cb77c58f3250069,0,4,267,51.0,1,0.0,0.0,0.0,-999.0,0.0,56,38
2848,fd5843fad88c926619a53223e7fba1466ea611401c2b46d4f93a5c7f8ee2aa19,0,182,316,50.0,0,530.4,0.0,597.0,54.0,16.0,56,2
712,5703cd8c06eca87ac159123b9196e630743e11b4fad1708f27f703abf42a0963,180,392,59,44.0,1,0.0,0.0,0.0,-999.0,0.0,21,19
1241,0fe968fa31193b59d172b80a8ab25b338ca69b832b8cbedd410097e5debcc178,0,812,52,47.0,0,0.0,0.0,0.0,-999.0,624.0,77,54
859,b1f56fb2a894faf05f1112fd2ea6f060600b1c80d267ead560eb18acd0eaedaa,157,1778,81,44.0,1,969.28,0.0,0.0,4.0,0.0,21,19
5275,6caf862b9d80cfc59758930416ec8370cb97aa3cb3cb61e5d1491dc51a34c44e,0,1815,222,37.0,0,0.0,0.0,698.0,-999.0,874.0,19,41
4286,0de89aa63b66644346c3b21cb628c3a9c810b8661295d5ffec7fa12e11076889,33,1105,34,28.0,1,600.0,0.0,811.0,15.0,188.0,56,51
3316,4491e4d648099ba10686f6be771c39c35c5cf98a8c77fe3a525686f897d9f889,0,2089,219,40.0,1,3400.0,0.0,746.0,132.0,292.0,56,38
2347,292482b3352a3d7ffb22c52dd006f2cb057de602c06c8d7318bbc3bd5834e336,0,3051,145,49.0,1,0.0,0.0,0.0,-999.0,264.0,56,2
3355,f3127c5adbb2699208696772081d9ff6967e78ae81a859213653d96eb4074e05,30,794,211,40.0,0,530.4,0.0,807.0,13.0,141.0,56,51
1721,d1b5282b62ad0a61238acb52a4cf48fccd235ab126b2f7230101ec9c20ec812a,167,2054,317,27.0,0,0.0,0.0,0.0,-999.0,0.0,16,8
2622,b40075bc6ab772c94a719bafa5e13e2ee2f177a0ad9403072552d93484625ccf,0,3564,267,58.0,1,0.0,0.0,0.0,-999.0,89.0,56,38
4003,66c26e618635ae4eb7ec21f53ae394e357310c2e6a6dc70c95b821a54a363b08,0,470,239,31.0,0,0.0,0.0,796.0,-999.0,360.0,56,38
3921,b2fef388c270528a7e6a9c3f12e8a79372ad68e3eed986d2915761d99621d9ad,152,3564,316,32.0,0,600.0,0.0,485.0,62.0,0.0,58,2
915,ff6d5813e08d127cc799106cc1a4fba98c661dadbbdf3d137cd305603e8d4822,0,2517,81,27.0,1,619.8,0.0,488.0,25.0,352.0,21,19
5759,2a03b35856d592bada12c97b18f494f24a0f649919cd9154583d45e3f8f716af,0,2355,135,35.0,1,2306.74,0.0,506.0,66.0,409.0,56,26
2895,df6c0d70536b40c31d3c53c20abbcbbb0af3512d8561679d12443761eefed424,30,3323,97,47.0,0,700.0,0.0,749.0,200.0,144.0,56,38
3703,87012267599d3ca9ad573be86fd4e2cb5be7f4a277a2d97ebf90a61e3f13207b,0,2905,249,34.0,1,773.85,0.0,402.0,83.0,0.0,56,38
2496,318e9453825db62e426f24b82adf34357fc651eb20aa98106d60bc54bf770355,50,2056,10,64.0,0,0.0,0.0,0.0,-999.0,9.0,56,38
5376,f9bdded4984b646968602b71d795eb7dd3f8dc69ec5d5e9a3a96ae5010e9f157,0,1643,267,49.0,1,0.0,0.0,688.0,-999.0,412.0,56,38
953,e152fb2436fc7300cd62cf4639d4c4da48ced0972cb157cd5fd9d8001b5ce7cb,91,3403,70,33.0,0,560.14,0.0,443.0,29.0,0.0,56,38
5191,b20fa6ceac5d1a71bed3e40c0d8b97554e4bb0e9a1762af911b42d7865cb729d,30,2568,37,30.0,0,2012.71,0.0,975.0,86.0,77.0,56,38
70,2dd15bc813688cb38a29adda9100cf5d78e168277c7fdfdc1ab710e7cee2f9f0,0,1670,37,28.0,0,1188.0,0.0,595.0,33.0,158.0,56,38
1913,dba2241ea0e34a017d363a56377c2eaa9f2a5bcf1b8ee89d24ca59830fd3beaf,43,3015,35,27.0,1,0.0,0.0,0.0,-999.0,0.0,56,38
1792,fef59936904c8c805de991be95ab1875c382b5fc717ba5a22dac680cf46555b0,180,1815,150,73.0,0,1754.42,0.0,637.0,267.0,0.0,16,8
2346,a2d6790bbdf65104f39a5dab9d05ac1c953efc272d3beed4e69bea37a41a3b10,60,1894,34,58.0,1,468.0,0.0,720.0,47.0,0.0,56,51
3796,efeea330b6ab6c85302d06089ed2b220bfa182adde5caa57f2e3b1f88c05995d,30,2240,300,34.0,1,1200.0,0.0,714.0,46.0,277.0,56,38
3243,f60af3cfe66abc46304038f246ef23ebb353b473e84813239bb09629015a7df7,121,1032,10,42.0,0,900.0,0.0,472.0,102.0,128.0,56,38
445,78d05456bc8343c180d2a07785b431bf411f0a954a55a7f41a15749742448fd0,0,3452,145,44.0,1,0.0,0.0,0.0,-999.0,609.0,56,2
1863,cda5679131efbf3811898615ae9a9aed46d5ba871e80f0f08378ae502c293472,242,2516,145,35.0,1,3500.0,0.0,715.0,68.0,0.0,56,2
155,b8af2f01c0eda6cfa354d7712c32c30f31ed76b366893cd9ce78eba7be1f16a8,60,963,67,27.0,0,600.0,0.0,613.0,13.0,1.0,6,63
5256,8dc8759a76f27d20c09167a4c1a09cb5f9b0e271e24891dfcc651c4c939c35b9,93,1815,37,42.0,1,0.0,0.0,0.0,-999.0,0.0,56,38
159,bfc80c74821182b8ba3b948bbc4686aa006feb2305aad3733b16c6b730f94e92,43,1731,12,26.0,1,607.44,0.0,821.0,73.0,205.0,18,60
4934,fd777dee0512e3eadf77a99f580a502542991489f812e5b31ba89207e65f3fc4,8,3564,285,40.0,0,0.0,0.0,0.0,-999.0,492.0,77,54
805,4c8f26c0835b6c2cffb582a3d7b56431d7a8c3323136e390a3d73d2c2f507b02,30,1902,33,36.0,1,863.2,0.0,843.0,91.0,1.0,56,51
3158,e9575960fb7ac344d0004379ae3d02b1ac1d99c8cc289e9f8d058b57fe954f41,0,1602,145,44.0,1,0.0,0.0,583.0,-999.0,624.0,56,2
1205,9025926d221b2306feebfd8b479693733f546c46ba14eed68f8d1581cab4461b,126,2549,71,49.0,1,0.0,0.0,0.0,-999.0,0.0,16,20
2773,2802cc4f47e7647d910064eb249982986f888f66fb629fc3bfd807d8d3566c64,96,59,167,49.0,1,0.0,0.0,0.0,-999.0,0.0,56,38
763,2fe246566ad62c913038e04fa016d9b2197d23b8c1c6c27b97a9a610b5ef83c8,10,567,29,44.0,0,0.0,0.0,0.0,-999.0,6.0,21,19
5930,f1f7e9e7000476d52cf2a189b92aee3344c86a06d79eafacc06dc05308b1532f,89,1976,8,54.0,1,0.0,0.0,0.0,-999.0,0.0,56,51
792,e242a37f2da514ea86107e640a984d2568c149583221302385f9c47bb74bf979,91,906,270,36.0,1,762.45,0.0,0.0,34.0,0.0,21,19
328,dbdb9543d4dec3324714c6927d51dbda34c5fbac464267588124b19b0308a399,30,2902,35,26.0,1,0.0,0.0,527.0,-999.0,97.0,56,38
2241,677df3af585051ee8819a44bb152464e80297db23d642b2be8c6fe65224a1348,0,1815,102,75.0,1,0.0,0.0,0.0,-999.0,539.0,42,25
5417,f96ff3720c3b5ecbe72a3fe814be5f50c20baad6e9ffb9bf5ab71e64a9573703,63,1510,17,42.0,0,5750.0,0.0,759.0,131.0,358.0,55,61
5375,8e27b97bc9e66d3ed3399894bca8db68f0dc28092e035c85c1862f44b93e091f,30,219,311,49.0,1,2250.0,0.0,661.0,13.0,183.0,56,2
5852,6131aecfb394ead6e1135f8678e949b8d27574d5c3908458e24315a0db7ff02e,0,1693,10,65.0,0,0.0,0.0,0.0,-999.0,344.0,56,38
4184,9b0143177d554e9efa6261e304fd6ade65dd9b51baabf9769efd38fea3c0cac6,0,2522,300,29.0,0,557.44,0.0,816.0,65.0,304.0,56,38
3171,f5a21f8412a9039e1900afb9de6aecca9516587c436a67199ed340801b3c62e5,0,454,144,45.0,0,800.0,0.0,866.0,152.0,457.0,56,51
5457,ea4e33ec72691784e11c83b054f0293af9dfac5563a0aff6041a82b972dd964b,0,777,219,44.0,1,3875.0,0.0,780.0,33.0,399.0,56,38
3419,667860e5c5f083165a14e33ed496702268c843982126cc191325617ab9987579,66,715,10,39.0,0,0.0,0.0,0.0,-999.0,159.0,56,38
870,0c232c36f0e235e3a71d1bdbdb7fe24e5283bce034ab3d0a11aded397c75818b,60,3564,81,30.0,0,1100.0,0.0,733.0,25.0,174.0,21,19
2408,1fa1afb078779251d28770047a77ad12170faf95319971135ee1c6776f9692e1,0,27,146,79.0,0,0.0,0.0,0.0,-999.0,591.0,56,38
4292,0c3ba8a7fb94ede7db50863d8ba8cee6c6f6def7be20b0c796be3a7dfe44b4ef,30,1447,300,28.0,0,513.76,0.0,662.0,20.0,0.0,56,38
1194,45abb9a034e1c1ff39c264d43539952d8b9e933633c2bf26450ff49714250b03,0,451,37,50.0,1,2800.0,0.0,903.0,3.0,845.0,56,38
2877,f3fd15df8caa3a852ea7f266cfcd2d1101358d3171118a2fc89fb6510e779429,30,3348,242,48.0,1,561.6,0.0,821.0,16.0,0.0,56,26
3351,850bcccae7f0fbce8a5b2ae3ed87f4a2561d3c373aabd512a7ab2e9f8c721b94,180,233,37,40.0,1,4500.0,0.0,654.0,165.0,0.0,56,38
5429,f2bd8c3dc3ec9e7b3db27efa51a391206b940a7640a00a8ea24f6cedff820983,0,903,267,40.0,0,1000.0,0.0,720.0,94.0,0.0,56,38
3038,bc0f92d03229c6ab3e593f0e348a25f5996ee6c9ac44da77c78f8c6616bb6318,0,34,300,44.0,0,0.0,0.0,0.0,-999.0,611.0,56,38
2718,8a7d52f5a150c43fc1d6053d5095ad7c5a69f6599d6644a7a828562d2448d368,0,1815,256,50.0,1,1150.0,0.0,975.0,97.0,752.0,56,51
4700,4425d0f5af58d444a1974b8d13ccd544dd7948e08462581390767b4ccbfee40b,0,115,300,21.0,1,0.0,0.0,687.0,-999.0,0.0,56,38
2823,1ae734c0171a11235f632d6f56310fc07acf2ca0973b8407ace66e233f616f35,149,3044,300,56.0,1,530.4,0.0,0.0,44.0,110.0,56,38
4701,0c52d0288552fce09c95c7473c3761c0ad6b7ff5d722192621529639e66879a0,60,447,211,21.0,0,0.0,0.0,410.0,-999.0,0.0,56,51
1983,c6d739e7e353cafbae943de723bf5f1c3dba59bcbdceddd5c8314c8ed628ad7a,35,1422,239,50.0,0,0.0,0.0,0.0,-999.0,0.0,56,38
3813,6509d9f0a837607ad28688d94cc9051112fea819e7e0cfd6a0285d5810a38686,0,3564,146,33.0,0,0.0,0.0,667.0,-999.0,207.0,56,38
2999,3628963b26519c386775f024f151674cf2d400c23e72c8a57451465c7bfaaa02,0,170,146,45.0,1,0.0,0.0,0.0,-999.0,403.0,56,38
689,7383b4c4c99ddd061c98f9180d5770a793d949b4e722578570987aba76187b40,66,538,59,46.0,1,0.0,0.0,0.0,-999.0,0.0,21,19
5005,2786c2e98c977442cc930c618bebb3527a582de7c83e3dbd3acce6abc1d15ffa,30,1380,300,34.0,0,600.0,0.0,814.0,79.0,146.0,56,38
1114,e42b1d8226605f3e2901ec4877325ec3f5d4978c4e73981a1868ef3041a13e01,0,451,267,55.0,0,9270.46,0.0,900.0,122.0,803.0,56,38
1091,c3e10442ee36ea6175052dd4e6e9d4859cf10a81df4143315bf2e28c1c13aa3b,5,84,83,54.0,1,0.0,0.0,0.0,-999.0,0.0,16,20
5701,a6edadca853d1a0bfc07e5321a51d9123375fcb2465ca35d019c8936803b2451,0,2247,311,42.0,1,3500.0,0.0,825.0,198.0,607.0,56,2
5402,e14ee68c790599576ec2c6ff961ec4b2c06d90563e9888fc10ac0449175af74b,0,1815,88,59.0,1,0.0,0.0,0.0,-999.0,422.0,16,21
761,fe8298a2c1bd2e350d292dc8396c6b1530de37bbfdf14a13ef5a80fb80133952,0,2161,259,41.0,0,476.63,0.0,0.0,25.0,4.0,21,19
2103,a40df46a7e2db9f4b4331e78f440197945f290c142df6faf8c573334d014dffb,30,1375,316,27.0,0,600.0,0.0,809.0,57.0,7.0,56,2
5591,812e05f689aff6be94df628688e09af828441b51d4e18dad58a6ccbb1ad76ac3,60,3159,146,41.0,1,0.0,0.0,661.0,-999.0,271.0,56,38
1868,fcee47a3ddcb43852ba18f7b28d7fa93cc4bee55fbdfe0aed74d5447bd228d74,0,2938,213,31.0,0,555.61,0.0,726.0,17.0,471.0,56,38
2122,4d34e24e2c44f302f25b76b74ef4f2cc2fbf494d16bd8dfe8db7697377c0561f,0,945,223,47.0,0,1782.74,0.0,610.0,41.0,195.0,39,42
1608,8c8f3d1a27b5dd3ea4a797e9b9533618aa70cc41949919f576c84aafe68a616b,0,3564,242,28.0,1,1100.0,0.0,754.0,53.0,472.0,58,18
5934,12be24b25d05eccb7a82fb45d1bbf2dcd6961d88ab480fded702795a7792def4,0,27,72,49.0,1,0.0,0.0,0.0,-999.0,401.0,6,64
196,8145350942b509b321d55132b7bd78d3d960e2ae2007792e7ea9b28a6f64da58,91,3564,27,33.0,1,0.0,0.0,0.0,-999.0,2.0,56,26
1906,dc0f9b95ec838f5f85093a4edbf9f8ad4baedfbf55fb133dea8141b566ec7e87,0,3564,219,44.0,1,0.0,0.0,0.0,-999.0,0.0,56,38
821,2d36add6d257c736c88af596aa7c4258894f8ecde2429db5f1ba3128bc32a4bb,30,1407,81,34.0,0,1000.0,0.0,643.0,68.0,211.0,21,19
998,2884c3e2139725575e80cd0f3f0e26a5e0c5f29f270e38f226a8475d6b03e596,0,2064,239,58.0,0,574.6,0.0,878.0,-999.0,496.0,56,38
2995,89839d4345f55051630fc813e44d9675d399fa9fd07d28997e9b6c25909347d4,30,3044,300,46.0,0,530.4,0.0,937.0,213.0,20.0,56,38
2666,a2611e00d1a9b8fd3d5666bb66ee457f5b2012269d89ae087240949a76760cea,66,2390,35,51.0,0,0.0,0.0,0.0,-999.0,0.0,56,38
1169,082e1142bf9ffe3e581d6f1ce8333d029e786d48c78ceaba526cc203bb47bd64,0,1815,83,57.0,1,4500.0,0.0,827.0,341.0,268.0,16,20
4977,bc42628b9bc90d401f7aaa02a45b69d9fc0822a542db05a7184aff9b395b5479,0,2742,52,35.0,1,0.0,0.0,0.0,-999.0,388.0,77,54
4539,34f0914ce6a216139972d3fbb02f22f2e433b1eaf62f06429c5bded52c53275a,30,1492,167,25.0,0,650.0,0.0,867.0,12.0,53.0,56,38
1753,c898abc3a7b1c0742373978465fb39a0f51fe672e430d44ae50b4f546678b20d,30,2169,169,25.0,1,600.0,0.0,0.0,14.0,89.0,16,50
552,2f291aa4b6a35b179fd6a0d66f2f8edb556ffe6e57f15e1288732d9e5c461d43,89,3337,300,32.0,1,850.0,0.0,614.0,51.0,0.0,56,38
1264,2ce9e25016d52bb15a7d637abc5456ed76510a47b4068ee747a5143473adbeff,0,915,18,47.0,1,0.0,0.0,518.0,-999.0,0.0,16,8
1438,003ee91ae3269cbb7651d1d0e4c49d5e5b60ab464dd68317d5570f01b0c7b3ef,0,1815,83,36.0,1,1587.83,0.0,734.0,153.0,0.0,16,20
1322,cf5f6c65ec8262440f0ed814d46057275e7188ed74de1c54293d82a4776bcb1b,103,1259,265,42.0,1,0.0,0.0,0.0,-999.0,0.0,56,38
255,cb65d57494b7d3783f0755b1237b2c26d3d9bc7c159ef54b4b4c49df54e8bb94,0,1965,56,49.0,1,0.0,0.0,0.0,-999.0,568.0,28,72
3852,893fa9634ef5efc6752e2d2dd65ff9e93151a6c4593993d1961e18eeeec1dd31,0,1102,256,33.0,1,1226.0,0.0,663.0,127.0,356.0,56,51
3620,0668b8f0236d2c9ffcfa752c3050fc2db33dae03f0250fefc4d7030b265c683f,0,366,33,37.0,1,550.0,0.0,669.0,42.0,144.0,56,51
2820,3097ddda7ecdbdd3cc776cad99b4dead17358af91deaa548a8ca291290018651,30,3044,300,56.0,1,530.4,0.0,693.0,98.0,28.0,56,38
1572,f6ec41f99aa38f4cbc5102140e36a8d9c765c20765aa44a105b120d2eecab54d,0,1815,146,45.0,0,1914.0,0.0,723.0,244.0,41.0,56,38
4555,e677312646d0e71444528ec1bcc9d9b00c05a3b718b04ef55aa3ae5987cc7bc8,0,2590,167,25.0,0,0.0,0.0,612.0,-999.0,163.0,56,38
3765,dda370f98a6d3a67e21b396310a83493b6c6ceebbe3253279064142cbc380b16,0,2272,249,34.0,0,850.0,0.0,610.0,22.0,139.0,56,38
4229,6c3113c83b10314de0f0dd6b7348dc6b8baf261c2524d827733e73a960b88aa1,0,2479,219,28.0,1,950.0,0.0,476.0,126.0,0.0,56,38
3546,a2320302f9c5c42cff153b75127091d0582edd29aae44375e64a561b8a4114dc,0,302,17,37.0,0,2000.0,0.0,682.0,50.0,369.0,58,2
247,99a22efa714160739997f4e5b283ce99585bfd779397c74f8fb1adbf7fc0f0d4,180,1865,49,44.0,1,0.0,0.0,0.0,-999.0,0.0,56,38
2009,d0d29530fc71558312a5afc77a240a29ed86e2798c1b194987c8a0ef31f3467a,89,174,17,41.0,0,0.0,0.0,0.0,-999.0,0.0,58,2
2792,c93864efe9063eb4eb3ef86925791b4da1a316c6e9d46b3811de404f51d5a558,0,1495,35,48.0,1,0.0,0.0,777.0,-999.0,506.0,56,38
2615,55e36a2cbba024d7fee3e9a1b8a1496c0070e6837bbf2833d0b7d6c8fab9cc06,0,3227,167,55.0,1,0.0,0.0,699.0,-999.0,705.0,56,38
4051,7cce7153774588702ee166767cdd493c1a536e16bfac1c4ebe3e01b70b8c91c7,60,1270,219,31.0,1,750.0,0.0,502.0,50.0,119.0,56,38
3393,928e2f88ca69ea3e32e05d2961e839030644c10f464ebf2c34902267f38ae928,0,3564,211,39.0,1,642.7,0.0,975.0,34.0,2.0,56,51
1791,2b723c4276484fe6282705af443b794f93095a6aab3e626b36399cac8c06015c,186,940,219,70.0,0,0.0,0.0,0.0,-999.0,0.0,56,38
498,58548eab04a885f87c00a4fdbbff4b274288ccdba8a627779e8a70ebd0ff8c82,60,159,222,40.0,1,1200.0,0.0,939.0,47.0,377.0,19,41
3559,3578512f23ac8865ee7a2e2dbb442e7ee8b99b609e6cb24d5b25b749a5240808,5,454,145,37.0,1,854.44,0.0,708.0,119.0,395.0,56,2
4792,ca5b725144d67f8d8e893c66049a09de6f7f6ce3c9b2858deac4676b2057f387,0,1815,285,51.0,1,5390.45,0.0,894.0,85.0,415.0,77,54
5536,a334f3d9f0c52b57daecedff6a51130129e26a84059808b8c9800be4c0eca6ee,0,2691,219,38.0,1,1200.0,0.0,766.0,100.0,451.0,56,38
2915,03c7ee30ee4f708f52df2879711a70207d90f4e50eee9239b11c35d7df635c4e,159,292,17,49.0,1,0.0,0.0,0.0,-999.0,0.0,55,61
3493,f3f506e78efd962e8f2708e32fb916229ebf0324effbc5c4f157317b4b49cf63,121,2077,8,38.0,1,1000.0,0.0,572.0,42.0,106.0,56,51
5935,db7f40a00dc56b39b1200f2485f646431e95ea345bf9bc3e862c5a0d8ec91b9d,0,1815,8,42.0,1,0.0,0.0,555.0,-999.0,869.0,56,51
4223,69e6bfb5943e202e003a16505ee44215ccb001a818ebf8ac6c6eb628a4fa02db,121,1891,285,29.0,1,1383.0,0.0,882.0,34.0,106.0,77,54
2083,9e40738aac55599a6c88bf6b93ada65e1e1b31332f0692b7457e19d338a0ab9d,83,500,10,29.0,1,1099.46,0.0,720.0,36.0,382.0,56,38
3532,d125fe8ddfacc0634e7041c8ee79b78d02f0fb536a474335bf0c832055fbbaea,30,2714,10,37.0,1,824.16,0.0,813.0,20.0,160.0,56,38
1882,0af4c5847b5e0398b004ad0a9e1b3a1101e337cd2b155c6d4be8a306a0f95de9,211,3564,242,31.0,1,1000.0,0.0,484.0,83.0,0.0,56,26
4860,076484ea020d65a3102ceb1707abd684c563da6f27e0c79bb55c516fb50ff0b6,0,2215,285,60.0,1,0.0,0.0,0.0,-999.0,526.0,77,54
5563,dcd4bdad5bc5c29ac6a646c445bc734c0e5ab82145a3c4c6fd8bb586c37b3281,0,2166,267,36.0,1,0.0,0.0,747.0,-999.0,0.0,56,38
16,7a5db036559a3eb7ac8672ad879b6500e86847bbaaf9b3a64d4bc41a2cf75241,33,1974,55,45.0,1,0.0,0.0,0.0,-999.0,0.0,73,72
5366,c3f0b32ff084988517c879bb5252d0ef5dba94aa34633eecb8121981276a6bc6,63,3551,249,43.0,0,0.0,0.0,0.0,-999.0,0.0,56,38
3024,f55bd0482fc817d55fb65e61d819ee71df1c2a1885de4d20e8942ba404741fdd,0,573,2,44.0,0,0.0,0.0,0.0,-999.0,102.0,19,0
380,f4ba8dd2384cb1425a061e268d1318f1771a75341f601a2873970f874986b93c,0,1815,216,52.0,1,0.0,0.0,0.0,-999.0,0.0,27,72
5996,dad10a1b1fe17ba994979b345bfb91576f232dc7bb79865a26601b58e47b32e9,0,150,146,47.0,1,0.0,0.0,0.0,-999.0,0.0,56,38
1167,7c832a495003765c5f1cc4e090906bfba3e07c52990870b5210ca47146808b7a,0,1815,88,52.0,1,1694.83,0.0,837.0,258.0,829.0,16,21
2053,53ab838145cf18f11ad8f9f2f8fd97b4c1295e4db35b1a32aa971a6bd45e76ff,0,945,69,33.0,0,1112.67,0.0,641.0,105.0,179.0,39,29
2264,f207de13a6bcea4e3f4cf2141f5722aba8fed22e8043f0c0be0b94988771286b,30,501,216,39.0,0,1132.0,0.0,919.0,184.0,352.0,55,70
3394,9744451bdeebf0e5cfdc57c3325f53ded42a5552bd35636fd7121d2b2a2a561f,71,3387,256,39.0,0,0.0,0.0,0.0,-999.0,0.0,56,51
5847,8d29f4f28d5d40c5c503c5b23eed99d7f41375dfe26932a6ebb686562c6b02ba,0,1815,285,37.0,1,3083.33,0.0,629.0,66.0,634.0,77,54
5396,c82a96953bb0bc21f5181c85d2c0d426efa9529825704c99cc02eefdb1f8eba4,5,29,83,71.0,0,0.0,0.0,0.0,-999.0,102.0,16,20
1609,c7d259f6dc044c664a5ec8a04293996663d369c9bb108bf0592b553598d00ecb,0,2590,230,28.0,1,3245.83,0.0,733.0,108.0,623.0,16,47
543,054a8c4c15a2453f06000879a5001bbe85ae0a8a74e2b50221989409fd94e85a,93,1741,222,33.0,1,0.0,0.0,0.0,-999.0,0.0,19,41
2481,1eeab8b4f375977975339a14fd895e4716634f7f9313afe7b3b324c428dc41d9,0,29,49,74.0,0,0.0,0.0,0.0,-999.0,569.0,56,38
4,f9cb4e0f494b66aa44e436bcfe0ff5ae08a611341b806c493978dd732626f7e7,89,826,267,56.0,1,4000.0,0.0,0.0,105.0,0.0,56,38
4081,38bae031a5fb0faf19e648fbfec9d92d2e056d2df3896b48f3d551d945fcf310,33,3564,37,30.0,1,1000.0,0.0,522.0,84.0,347.0,56,38
5003,110d2c9ad7832b8b39e6a75e3c7274d955fb08337d42f75e300897b9a8a4dcd4,0,910,62,34.0,1,0.0,0.0,0.0,-999.0,0.0,77,11
2040,9741363f9cf7e9f203cc90bebd899c8638edd873023d4827fc71061d54375433,30,1872,201,36.0,1,2226.0,0.0,761.0,-999.0,197.0,39,17
1218,32b818fc8ef09c0adeb38167809dc754a2c654717390e79d7fccff8613f0c178,0,1815,150,48.0,1,1771.75,0.0,703.0,219.0,635.0,16,8
2737,d8e501744f695df808fdbea6e4f4b3ab687cf9b5479a9575a2bdce01b51338cc,5,380,146,50.0,1,0.0,0.0,665.0,-999.0,220.0,56,38
2442,95cbde0c856a1d2f177da3852828a5b928bd5d83f36d7e61db9eb189521db033,0,2062,146,73.0,1,0.0,0.0,0.0,-999.0,499.0,56,38
2799,7ede1a0288f5d366fca0e2417d953cba1b701c3ed7e245226f7ec2ea67862921,64,92,167,52.0,1,0.0,0.0,0.0,-999.0,0.0,56,38
5913,bb747a01dcf172b314bc7e1909a6cefe83c0b5b3c50e53912af20ecfd085b2b0,31,1598,142,33.0,1,0.0,0.0,0.0,-999.0,31.0,69,72
2301,5d2e3913cb1b89280e98c31421fcccd62aadd3da8aac55a3eda483efd4ac58eb,60,3123,17,32.0,0,560.0,0.0,0.0,75.0,166.0,55,61
602,304aeefa251ca91f299fc3a03d4672fbd58dd3aeeeebf0be5d27980954cb0b75,30,1447,263,28.0,0,557.44,0.0,555.0,26.0,48.0,58,49
