codCliente,rangoEdad,rangoIngreso,flagGenero,flagLimaProvCliente,ubigeoCliente,rangoCtdProdAct,rangoCtdProdPas,rangoCtdProdSeg,flagBxi,saldoTcEntidad1,saldoTcEntidad2,saldoTcEntidad3,saldoTcEntidad4
3932,Rango5,Rango2,0,1,283,Rango1,Rango1,Rango1,1,Rango1,Rango3,Rango2,Rango6
17405,Rango2,Rango5,1,1,257,Rango1,Rango1,Rango2,1,Rango1,Rango3,Rango1,Rango1
14881,Rango4,Rango6,1,0,148,Rango1,Rango1,Rango2,1,Rango1,Rango1,Rango1,Rango1
5979,Rango5,Rango3,0,1,275,Rango1,Rango1,Rango2,1,Rango1,Rango1,Rango1,Rango1
13978,Rango3,Rango1,1,1,257,Rango1,Rango2,Rango1,0,,,,
3110,Rango6,Rango6,1,1,257,Rango1,Rango1,Rango1,1,Rango6,Rango1,Rango1,Rango1
23176,Rango3,Rango3,1,1,275,Rango1,Rango1,Rango1,1,Rango1,Rango2,Rango1,Rango3
28021,Rango2,Rango3,0,1,257,Rango1,Rango1,Rango1,1,,,,
9251,Rango4,Rango1,0,1,257,Rango1,Rango1,Rango1,0,,,,
12079,Rango4,Rango2,1,1,275,Rango1,Rango1,Rango1,1,Rango1,Rango2,Rango1,Rango1
2052,Rango6,Rango4,1,1,257,Rango1,Rango1,Rango2,0,Rango1,Rango5,Rango1,Rango1
12012,Rango6,Rango3,0,1,257,Rango1,Rango3,Rango2,0,Rango2,Rango1,Rango1,Rango1
7993,Rango5,Rango1,0,1,257,Rango1,Rango1,Rango1,1,Rango6,Rango1,Rango1,Rango6
3161,Rango5,Rango4,1,1,275,Rango1,Rango3,Rango2,1,Rango2,Rango1,Rango1,Rango1
14529,Rango3,Rango2,0,1,275,Rango1,Rango1,Rango1,1,Rango1,Rango3,Rango1,Rango1
24449,Rango6,Rango2,0,1,249,Rango1,Rango1,Rango1,1,,,,
21941,Rango2,Rango2,0,1,248,Rango1,Rango1,Rango1,1,,,,
16420,Rango6,Rango1,1,1,248,Rango1,Rango1,Rango1,0,Rango1,Rango1,Rango1,Rango1
627,Rango6,Rango4,1,1,275,Rango1,Rango2,Rango1,0,Rango4,Rango1,Rango1,Rango1
2553,Rango6,Rango3,1,1,77,Rango1,Rango1,Rango1,0,Rango1,Rango2,Rango1,Rango1
5373,Rango5,Rango4,0,1,243,Rango1,Rango3,Rango2,1,,,,
11822,Rango6,Rango1,0,1,272,Rango1,Rango1,Rango1,0,Rango4,Rango1,Rango1,Rango1
10359,Rango3,Rango1,1,1,249,Rango1,Rango1,Rango1,1,Rango3,Rango1,Rango5,Rango1
24711,Rango2,Rango5,0,0,371,Rango1,Rango2,Rango3,1,Rango4,Rango1,Rango1,Rango1
24328,Rango1,Rango1,1,1,248,Rango1,Rango1,Rango1,1,,,,
13969,Rango3,Rango3,0,0,229,Rango1,Rango1,Rango2,1,Rango1,Rango2,Rango1,Rango1
6346,Rango5,Rango1,1,0,45,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
27868,Rango1,,0,1,281,Rango1,Rango1,Rango1,1,,,,
26210,Rango1,,1,1,259,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
29336,Rango2,Rango1,0,1,282,Rango1,Rango1,Rango1,1,Rango1,Rango2,Rango1,Rango1
13013,Rango4,Rango3,1,1,248,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
23463,Rango1,Rango1,0,1,281,Rango1,Rango1,Rango1,1,Rango1,Rango3,Rango1,Rango3
27681,Rango2,Rango3,1,0,371,Rango1,Rango1,Rango1,1,Rango2,Rango1,Rango1,Rango1
29505,Rango2,Rango1,0,1,272,Rango1,Rango2,Rango1,1,,,,
11549,Rango3,Rango3,1,1,243,Rango1,Rango2,Rango2,1,Rango1,Rango1,Rango1,Rango1
11264,Rango3,Rango2,0,1,272,Rango1,Rango2,Rango2,1,,,,
28470,Rango5,Rango2,1,1,243,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
2601,Rango5,Rango1,1,1,243,Rango1,Rango2,Rango1,1,Rango6,Rango5,Rango4,Rango1
16119,Rango2,Rango3,1,1,272,Rango2,Rango1,Rango1,1,Rango3,Rango2,Rango1,Rango1
9797,Rango4,Rango6,0,1,243,Rango1,Rango2,Rango2,0,,,,
17523,Rango3,Rango4,1,1,272,Rango1,Rango2,Rango1,1,Rango1,Rango5,Rango1,Rango5
21643,Rango3,Rango2,0,1,270,Rango1,Rango2,Rango1,1,,,,
11496,Rango3,Rango2,1,0,383,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
17499,Rango4,Rango6,1,1,270,Rango1,Rango1,Rango2,1,Rango6,Rango1,Rango1,Rango1
16469,Rango2,Rango3,1,1,272,Rango2,Rango1,Rango1,1,Rango5,Rango5,Rango1,Rango4
1948,Rango6,Rango1,0,1,243,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
7849,Rango5,Rango6,1,1,270,Rango1,Rango1,Rango1,1,Rango6,Rango1,Rango1,Rango6
10666,Rango3,Rango6,1,1,270,Rango1,Rango1,Rango2,1,Rango1,Rango1,Rango1,Rango1
256,Rango6,,1,1,243,Rango1,Rango1,Rango1,0,,,,
11394,Rango3,Rango6,1,1,270,Rango1,Rango2,Rango2,1,Rango6,Rango1,Rango1,Rango1
28032,Rango1,Rango1,1,1,270,Rango1,Rango1,Rango1,1,,,,
7550,Rango5,Rango6,1,1,243,Rango1,Rango2,Rango1,1,Rango1,Rango1,Rango4,Rango6
14849,Rango2,Rango1,1,1,243,Rango1,Rango2,Rango1,1,,,,
19865,Rango4,Rango6,1,1,243,Rango2,Rango1,Rango1,1,Rango4,Rango1,Rango1,Rango1
19919,Rango1,Rango2,1,1,272,Rango1,Rango1,Rango2,1,,,,
19635,Rango3,Rango5,1,1,243,Rango1,Rango2,Rango1,1,Rango1,Rango1,Rango1,Rango1
28105,Rango6,Rango4,0,1,253,Rango1,Rango1,Rango3,1,Rango5,Rango1,Rango2,Rango1
10291,Rango5,Rango3,1,1,272,Rango1,Rango2,Rango2,0,Rango1,Rango1,Rango1,Rango1
25448,Rango1,Rango1,0,1,252,Rango1,Rango1,Rango1,1,,,,
4451,Rango5,Rango6,0,1,252,Rango2,Rango3,Rango1,1,Rango6,Rango1,Rango1,Rango1
11605,Rango3,Rango3,1,1,252,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
17622,Rango2,Rango3,1,1,250,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
26852,Rango4,Rango3,0,0,212,Rango1,Rango1,Rango1,1,Rango1,Rango5,Rango1,Rango1
15530,Rango4,Rango1,0,1,76,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
26572,Rango1,Rango1,1,0,193,Rango1,Rango1,Rango1,1,,,,
10360,Rango5,Rango6,1,1,76,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
17919,Rango2,Rango3,1,0,138,Rango2,Rango2,Rango1,1,Rango2,Rango1,Rango1,Rango1
6570,Rango4,Rango5,0,0,158,Rango1,Rango2,Rango3,1,Rango1,Rango2,Rango1,Rango1
19203,Rango6,Rango6,0,1,250,Rango1,Rango1,Rango1,1,Rango3,Rango2,Rango1,Rango2
14011,Rango3,Rango1,0,1,252,Rango1,Rango3,Rango1,0,Rango1,Rango1,Rango1,Rango1
26708,Rango1,,0,0,212,Rango1,Rango1,Rango1,1,,,,
26614,Rango1,Rango1,0,0,212,Rango1,Rango1,Rango1,1,,,,
14433,Rango2,Rango1,1,1,250,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
7493,Rango5,Rango3,1,1,76,Rango1,Rango2,Rango1,1,Rango1,Rango1,Rango1,Rango1
19942,Rango5,Rango4,0,1,250,Rango1,Rango1,Rango1,1,Rango3,Rango1,Rango1,Rango1
682,Rango6,Rango6,1,1,76,Rango1,Rango2,Rango2,1,Rango5,Rango2,Rango1,Rango6
22612,Rango1,Rango2,1,1,282,Rango1,Rango2,Rango1,1,Rango4,Rango2,Rango1,Rango1
26968,Rango1,Rango1,1,1,248,Rango1,Rango2,Rango2,1,Rango1,Rango1,Rango1,Rango1
9380,Rango4,Rango2,0,0,371,Rango1,Rango1,Rango1,1,Rango3,Rango1,Rango3,Rango5
13361,Rango3,Rango5,1,1,282,Rango2,Rango1,Rango2,1,Rango3,Rango1,Rango1,Rango1
22361,Rango4,Rango6,1,1,281,Rango2,Rango1,Rango1,1,,,,
25383,Rango1,Rango1,1,1,282,Rango1,Rango1,Rango1,0,,,,
17425,Rango3,Rango1,1,1,248,Rango1,Rango2,Rango2,1,Rango1,Rango1,Rango1,Rango1
28042,Rango2,Rango3,0,1,248,Rango1,Rango2,Rango1,1,,,,
8266,Rango3,Rango3,0,1,248,Rango1,Rango1,Rango1,1,Rango4,Rango1,Rango5,Rango2
4996,Rango5,Rango6,1,1,282,Rango1,Rango1,Rango1,1,Rango2,Rango2,Rango1,Rango1
11078,Rango5,Rango6,1,1,282,Rango1,Rango1,Rango1,1,,,,
7551,Rango5,Rango1,0,1,282,Rango1,Rango2,Rango1,1,,,,
6517,Rango5,Rango1,1,1,248,Rango1,Rango3,Rango1,1,Rango1,Rango1,Rango1,Rango1
27177,Rango4,Rango1,0,0,321,Rango2,Rango2,Rango1,1,Rango2,Rango1,Rango1,Rango3
9458,Rango5,Rango6,1,1,248,Rango1,Rango1,Rango1,1,Rango6,Rango5,Rango6,Rango6
1654,Rango6,Rango2,1,1,281,Rango2,Rango2,Rango3,1,Rango6,Rango1,Rango1,Rango1
5211,Rango5,Rango4,1,0,367,Rango2,Rango1,Rango1,1,Rango6,Rango3,Rango1,Rango4
2889,Rango5,Rango5,0,1,248,Rango1,Rango1,Rango1,1,Rango3,Rango1,Rango1,Rango6
26427,Rango1,Rango2,0,1,282,Rango1,Rango1,Rango1,1,Rango5,Rango2,Rango1,Rango1
11559,Rango2,Rango4,1,0,320,Rango1,Rango1,Rango2,1,Rango5,Rango1,Rango1,Rango1
13933,Rango2,Rango1,1,1,256,Rango1,Rango1,Rango2,1,Rango1,Rango1,Rango1,Rango1
18393,Rango3,Rango2,0,1,254,Rango1,Rango1,Rango1,0,,,,
5442,Rango4,Rango2,1,1,254,Rango1,Rango1,Rango2,0,Rango1,Rango1,Rango1,Rango1
28763,Rango3,Rango1,0,1,254,Rango1,Rango2,Rango1,1,,,,
9355,Rango6,Rango1,0,1,254,Rango1,Rango1,Rango2,0,Rango1,Rango1,Rango1,Rango1
2450,Rango5,Rango4,1,0,361,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
11546,Rango5,Rango3,1,0,85,Rango1,Rango1,Rango1,0,Rango6,Rango1,Rango1,Rango6
274,Rango6,Rango2,1,0,320,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
1396,Rango5,Rango1,0,1,313,Rango1,Rango2,Rango2,1,Rango1,Rango1,Rango1,Rango1
17591,Rango2,Rango1,1,1,254,Rango1,Rango1,Rango1,1,,,,
6198,Rango6,Rango6,0,1,254,Rango1,Rango2,Rango1,0,Rango6,Rango1,Rango1,Rango1
27574,Rango3,Rango3,0,0,104,Rango1,Rango1,Rango1,1,,,,
16627,Rango3,Rango1,0,1,254,Rango1,Rango1,Rango1,0,Rango1,Rango1,Rango1,Rango1
8278,Rango5,Rango6,1,1,254,Rango1,Rango2,Rango2,1,,,,
11228,Rango5,Rango3,1,1,283,Rango1,Rango1,Rango1,0,Rango1,Rango3,Rango1,Rango1
724,Rango5,Rango2,0,1,275,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
21237,Rango4,Rango1,0,1,283,Rango1,Rango2,Rango2,0,,,,
12907,Rango4,Rango2,1,1,257,Rango1,Rango1,Rango1,1,,,,
14717,Rango4,Rango1,0,1,275,Rango1,Rango1,Rango1,1,Rango1,Rango5,Rango1,Rango1
1483,Rango6,Rango5,1,0,148,Rango1,Rango2,Rango2,0,Rango1,Rango1,Rango1,Rango1
13632,Rango2,Rango2,1,1,275,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
11376,Rango3,Rango1,0,1,257,Rango1,Rango1,Rango1,1,,,,
13101,Rango4,Rango1,0,1,283,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango2
15377,Rango3,Rango2,0,0,148,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
23189,Rango1,Rango1,0,1,275,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
28053,Rango2,Rango1,0,1,275,Rango1,Rango2,Rango1,1,Rango1,Rango3,Rango1,Rango4
9025,Rango4,Rango4,1,1,275,Rango1,Rango2,Rango1,0,Rango1,Rango1,Rango1,Rango4
1161,Rango5,Rango2,1,1,275,Rango1,Rango2,Rango1,0,Rango1,Rango1,Rango1,Rango1
29629,Rango2,Rango1,1,1,275,Rango1,Rango1,Rango1,1,,,,
9908,Rango6,Rango4,1,0,409,Rango1,Rango2,Rango1,1,Rango3,Rango1,Rango1,Rango1
4011,Rango4,Rango1,0,1,270,Rango1,Rango1,Rango1,1,Rango3,Rango2,Rango1,Rango4
10321,Rango3,Rango6,1,1,253,Rango1,Rango2,Rango2,1,Rango1,Rango1,Rango1,Rango1
3467,Rango5,Rango1,0,1,243,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
18218,Rango4,Rango6,1,1,270,Rango1,Rango1,Rango2,1,Rango3,Rango1,Rango1,Rango1
20125,Rango3,Rango1,0,1,272,Rango1,Rango1,Rango1,1,,,,
14426,Rango4,Rango3,1,1,272,Rango1,Rango2,Rango1,1,Rango1,Rango1,Rango1,Rango1
16170,Rango2,Rango1,1,1,272,Rango1,Rango1,Rango2,1,Rango1,Rango2,Rango1,Rango2
21979,Rango5,Rango4,0,1,273,Rango1,Rango1,Rango2,1,Rango1,Rango5,Rango1,Rango6
27005,Rango2,Rango1,0,1,273,Rango1,Rango1,Rango1,1,Rango1,Rango3,Rango1,Rango1
7991,Rango5,Rango6,1,0,84,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango6,Rango1
5177,Rango5,Rango1,1,1,241,Rango1,Rango2,Rango1,1,,,,
1167,Rango5,Rango3,1,1,260,Rango1,Rango1,Rango1,1,,,,
3411,Rango5,Rango1,0,1,260,Rango1,Rango1,Rango1,0,Rango1,Rango1,Rango1,Rango1
16532,Rango1,Rango1,0,1,241,Rango1,Rango2,Rango1,1,,,,
28595,Rango1,Rango1,0,1,241,Rango1,Rango1,Rango1,1,,,,
26826,Rango1,,0,1,241,Rango1,Rango2,Rango1,1,,,,
5408,Rango5,Rango1,0,1,268,Rango1,Rango2,Rango1,0,Rango1,Rango4,Rango1,Rango1
2323,Rango6,Rango1,0,1,241,Rango1,Rango1,Rango1,0,Rango1,Rango2,Rango1,Rango1
16331,Rango2,Rango1,0,1,273,Rango1,Rango1,Rango1,0,Rango1,Rango1,Rango1,Rango4
29008,Rango3,Rango1,1,1,272,Rango1,Rango2,Rango1,1,Rango1,Rango1,Rango1,Rango1
4442,Rango5,Rango1,1,1,253,Rango1,Rango1,Rango1,0,Rango1,Rango1,Rango1,Rango4
8386,Rango3,Rango3,1,0,405,Rango2,Rango1,Rango1,1,Rango6,Rango1,Rango1,Rango1
29596,Rango2,Rango2,0,1,270,Rango1,Rango1,Rango1,1,Rango3,Rango1,Rango1,Rango1
24195,Rango2,Rango1,1,1,243,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
7728,Rango5,Rango6,1,1,260,Rango1,Rango1,Rango1,1,Rango1,Rango3,Rango2,Rango1
10453,Rango4,Rango2,1,0,39,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
28557,Rango2,Rango1,0,1,241,Rango1,Rango1,Rango1,1,,,,
16858,Rango3,Rango3,1,1,241,Rango1,Rango1,Rango2,1,Rango6,Rango3,Rango1,Rango3
17373,Rango5,,1,1,273,Rango1,Rango1,Rango1,1,,,,
4701,Rango6,Rango6,1,1,260,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
17305,Rango2,Rango1,0,1,268,Rango1,Rango3,Rango1,1,,,,
1402,Rango6,Rango1,0,0,417,Rango1,Rango1,Rango1,1,Rango2,Rango1,Rango1,Rango1
27649,Rango1,Rango1,1,1,291,Rango1,Rango2,Rango1,1,,,,
18295,Rango3,Rango1,1,0,39,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
12960,Rango2,Rango2,0,1,273,Rango1,Rango1,Rango1,1,Rango1,Rango3,Rango1,Rango6
22717,Rango1,Rango1,0,1,241,Rango1,Rango2,Rango2,1,Rango3,Rango2,Rango1,Rango1
27627,Rango3,Rango1,0,1,241,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
16761,Rango5,Rango3,1,1,268,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
18780,Rango3,Rango5,1,1,268,Rango1,Rango1,Rango2,1,Rango1,Rango1,Rango1,Rango6
8130,Rango5,Rango1,1,0,42,Rango1,Rango1,Rango1,1,,,,
2913,Rango4,Rango1,1,1,268,Rango1,Rango1,Rango1,1,,,,
26151,Rango1,Rango1,1,1,273,Rango1,Rango1,Rango1,1,,,,
17130,Rango1,Rango1,1,1,260,Rango1,Rango2,Rango1,1,Rango3,Rango1,Rango1,Rango1
25077,Rango2,Rango1,1,1,241,Rango1,Rango1,Rango1,1,,,,
20816,Rango1,,0,1,241,Rango1,Rango1,Rango1,1,,,,
7768,Rango3,Rango2,0,1,268,Rango1,Rango1,Rango1,1,,,,
10001,Rango2,Rango1,1,1,241,Rango1,Rango2,Rango1,1,Rango1,Rango2,Rango1,Rango1
14872,Rango3,Rango1,0,1,254,Rango1,Rango1,Rango1,1,Rango5,Rango3,Rango1,Rango6
6740,Rango5,,1,0,320,Rango1,Rango1,Rango1,0,Rango1,Rango1,Rango1,Rango1
12899,Rango4,Rango3,1,0,320,Rango1,Rango1,Rango2,1,,,,
10272,Rango1,Rango1,0,1,245,Rango1,Rango1,Rango1,1,,,,
20950,Rango2,Rango5,1,1,256,Rango1,Rango1,Rango1,1,Rango2,Rango1,Rango2,Rango1
4375,Rango5,Rango4,1,0,29,Rango1,Rango2,Rango1,0,Rango1,Rango1,Rango1,Rango1
25277,Rango3,Rango2,0,0,217,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
3734,Rango6,Rango1,0,0,29,Rango1,Rango1,Rango1,1,,,,
16153,Rango6,Rango1,1,0,29,Rango1,Rango1,Rango1,0,Rango1,Rango2,Rango3,Rango1
12313,Rango6,Rango2,0,0,29,Rango1,Rango2,Rango1,1,Rango3,Rango1,Rango1,Rango1
29869,Rango2,Rango1,0,1,317,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
9058,Rango3,Rango4,1,0,373,Rango2,Rango1,Rango2,1,Rango4,Rango1,Rango2,Rango1
26981,Rango2,Rango3,1,0,340,Rango1,Rango1,Rango1,1,,,,
5403,Rango6,Rango1,0,1,274,Rango1,Rango1,Rango1,0,Rango1,Rango1,Rango1,Rango1
17910,Rango1,Rango2,1,1,81,Rango1,Rango1,Rango3,1,Rango6,Rango5,Rango1,Rango1
2927,Rango5,Rango2,1,1,262,Rango1,Rango2,Rango1,1,Rango6,Rango1,Rango1,Rango1
16971,Rango3,Rango3,0,1,246,Rango1,Rango1,Rango1,1,,,,
2333,Rango5,Rango6,1,1,262,Rango1,Rango2,Rango2,1,,,,
770,Rango6,Rango3,1,1,261,Rango1,Rango2,Rango1,0,Rango1,Rango3,Rango4,Rango1
25851,Rango1,Rango1,1,1,280,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
8225,,Rango3,1,1,280,Rango1,Rango1,Rango1,0,Rango1,Rango1,Rango1,Rango3
5903,Rango4,Rango5,0,1,280,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango6,Rango6
11322,Rango2,Rango6,0,1,280,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
26588,Rango6,Rango2,1,1,280,Rango1,Rango1,Rango1,1,,,,
804,Rango6,Rango6,1,1,280,Rango1,Rango1,Rango2,1,Rango6,Rango1,Rango1,Rango1
14340,Rango2,Rango1,0,1,280,Rango1,Rango1,Rango3,1,Rango3,Rango1,Rango6,Rango6
17769,Rango1,Rango1,1,0,23,Rango1,Rango2,Rango1,1,,,,
12754,Rango5,Rango1,0,1,261,Rango1,Rango1,Rango1,1,Rango4,Rango1,Rango1,Rango6
5294,Rango6,Rango3,1,1,280,Rango1,Rango1,Rango1,0,Rango3,Rango1,Rango4,Rango1
15601,Rango3,Rango5,1,1,280,Rango1,Rango2,Rango1,1,Rango1,Rango1,Rango1,Rango1
1670,Rango6,Rango5,1,1,259,Rango1,Rango2,Rango1,1,,,,
28564,Rango2,Rango2,1,1,248,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
23626,Rango1,Rango1,0,1,248,Rango1,Rango1,Rango2,1,,,,
27445,Rango1,,1,1,282,Rango1,Rango1,Rango1,0,,,,
22569,Rango4,Rango1,1,0,45,Rango1,Rango1,Rango1,1,Rango1,Rango4,Rango1,Rango1
13840,Rango2,Rango1,1,1,248,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
3264,Rango6,Rango6,0,1,281,Rango1,Rango3,Rango1,1,Rango2,Rango1,Rango4,Rango1
19245,Rango4,Rango3,0,1,257,Rango1,Rango1,Rango1,0,Rango1,Rango3,Rango1,Rango1
11648,Rango3,Rango2,1,1,257,Rango1,Rango1,Rango1,1,,,,
10235,Rango6,Rango3,0,1,244,Rango1,Rango1,Rango2,1,Rango1,Rango1,Rango1,Rango1
7951,Rango5,Rango5,1,1,257,Rango1,Rango1,Rango2,1,Rango1,Rango4,Rango5,Rango1
12207,Rango2,Rango1,1,1,257,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
1044,Rango6,Rango1,1,1,275,Rango1,Rango1,Rango1,0,Rango4,Rango2,Rango6,Rango6
20119,Rango5,Rango2,0,1,283,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
18114,Rango6,Rango2,1,1,257,Rango2,Rango1,Rango2,0,Rango4,Rango5,Rango1,Rango3
8881,Rango4,Rango3,0,1,275,Rango1,Rango2,Rango1,0,Rango1,Rango2,Rango5,Rango1
26192,Rango6,Rango2,1,1,275,Rango1,Rango1,Rango1,0,Rango1,Rango1,Rango1,Rango1
20013,Rango2,Rango1,0,1,283,Rango1,Rango1,Rango1,1,Rango1,Rango2,Rango1,Rango1
24498,Rango4,Rango6,1,1,280,Rango1,Rango3,Rango2,0,Rango1,Rango1,Rango1,Rango1
6663,Rango5,Rango6,0,1,261,Rango1,Rango1,Rango1,1,Rango1,Rango5,Rango1,Rango4
1270,,Rango1,0,1,280,Rango1,Rango1,Rango1,0,,,,
7434,Rango5,Rango5,1,0,23,Rango1,Rango1,Rango1,0,Rango1,Rango1,Rango1,Rango1
13528,Rango3,Rango6,0,1,280,Rango1,Rango2,Rango1,1,Rango6,Rango1,Rango1,Rango6
7258,Rango4,Rango6,0,1,280,Rango2,Rango1,Rango2,1,Rango4,Rango4,Rango1,Rango1
2042,Rango6,Rango3,1,1,280,Rango1,Rango1,Rango1,1,Rango1,Rango3,Rango6,Rango6
8704,Rango4,Rango6,0,1,280,Rango1,Rango3,Rango2,0,Rango4,Rango1,Rango1,Rango1
5712,Rango6,Rango3,1,1,261,Rango1,Rango1,Rango2,1,Rango6,Rango1,Rango6,Rango6
24123,Rango3,Rango2,1,1,248,Rango1,Rango2,Rango1,1,,,,
12392,Rango4,Rango2,1,1,282,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
8500,Rango4,Rango6,1,1,281,Rango1,Rango1,Rango1,1,Rango6,Rango1,Rango6,Rango1
5228,Rango5,Rango3,0,1,281,Rango1,Rango1,Rango1,1,Rango6,Rango2,Rango1,Rango1
7087,Rango5,Rango2,0,1,281,Rango2,Rango1,Rango1,1,Rango3,Rango1,Rango1,Rango1
18376,Rango2,Rango6,1,1,248,Rango2,Rango1,Rango2,1,Rango6,Rango1,Rango1,Rango1
20397,Rango1,Rango1,1,1,248,Rango2,Rango1,Rango2,1,Rango6,Rango1,Rango2,Rango1
6628,Rango5,Rango5,1,1,281,Rango1,Rango1,Rango1,1,Rango6,Rango1,Rango1,Rango6
6443,Rango4,Rango6,1,1,281,Rango1,Rango2,Rango1,1,Rango5,Rango1,Rango1,Rango1
20937,Rango2,Rango2,1,1,312,Rango1,Rango1,Rango1,1,Rango2,Rango1,Rango1,Rango2
25379,Rango3,Rango2,1,1,248,Rango1,Rango1,Rango2,1,Rango1,Rango1,Rango1,Rango1
20574,Rango2,Rango2,0,1,281,Rango2,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
12476,Rango5,Rango4,0,0,371,Rango1,Rango1,Rango2,1,Rango1,Rango2,Rango1,Rango1
21289,Rango2,Rango1,0,0,371,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
28608,Rango1,Rango1,0,1,248,Rango1,Rango1,Rango1,1,,,,
16271,Rango3,Rango3,0,0,371,Rango2,Rango1,Rango1,1,Rango2,Rango1,Rango1,Rango1
11949,Rango5,Rango2,0,0,49,Rango1,Rango1,Rango1,0,Rango4,Rango1,Rango1,Rango4
29737,Rango1,,0,1,265,Rango1,Rango2,Rango1,1,Rango1,Rango1,Rango1,Rango1
12091,Rango3,Rango1,1,0,32,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
19428,Rango6,Rango1,0,0,164,Rango1,Rango2,Rango1,0,Rango1,Rango1,Rango1,Rango1
18902,Rango3,Rango1,1,1,265,Rango1,Rango1,Rango1,1,,,,
19802,Rango5,Rango1,1,1,265,Rango1,Rango1,Rango1,1,,,,
12134,Rango5,Rango4,1,1,265,Rango1,Rango1,Rango1,1,Rango2,Rango3,Rango1,Rango6
10597,Rango4,Rango3,0,0,212,Rango1,Rango2,Rango1,1,Rango2,Rango1,Rango1,Rango1
25194,Rango5,Rango4,0,1,250,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
12257,Rango3,Rango3,0,1,76,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango2
21510,Rango2,Rango1,0,1,76,Rango1,Rango2,Rango1,1,Rango1,Rango4,Rango1,Rango1
476,Rango6,Rango1,1,1,76,Rango1,Rango1,Rango1,0,,,,
29746,Rango3,Rango1,1,1,76,Rango1,Rango1,Rango1,1,,,,
23199,Rango5,Rango3,0,1,76,Rango1,Rango1,Rango2,1,Rango5,Rango1,Rango1,Rango6
27011,Rango6,Rango1,1,1,252,Rango1,Rango1,Rango1,0,,,,
17370,Rango5,Rango5,0,0,138,Rango1,Rango1,Rango1,0,Rango4,Rango1,Rango1,Rango1
17798,Rango2,Rango2,0,1,250,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango2,Rango2
26100,Rango2,Rango2,1,1,250,Rango1,Rango2,Rango1,1,Rango1,Rango1,Rango1,Rango1
11928,Rango3,Rango3,0,1,250,Rango1,Rango3,Rango1,1,Rango2,Rango1,Rango1,Rango1
21585,Rango6,Rango2,0,1,250,Rango1,Rango1,Rango1,1,Rango1,Rango1,Rango1,Rango1
28757,Rango1,,0,1,76,Rango1,Rango1,Rango1,1,,,,
6301,Rango6,Rango6,1,1,250,Rango1,Rango3,Rango2,1,Rango1,Rango3,Rango1,Rango2
170,Rango6,Rango6,1,0,193,Rango1,Rango3,Rango2,1,Rango3,Rango1,Rango3,Rango1
